reliability_bin,count,covered,miss_count,avg_interval_width,avg_abs_residual,empirical_coverage,under_coverage_gap
0,675,675,0,256.64590279417905,18.36873734769991,1.0,0.0
1,725,725,0,231.7618870693741,20.184815259631247,1.0,0.0
2,620,613,7,189.77918958046268,24.72597412193096,0.9887096774193549,0.0
3,671,662,9,180.61952517479034,19.15586446113239,0.9865871833084948,0.0
4,782,751,31,139.9404230823646,17.655434820503633,0.9603580562659847,0.0
