t,effective_alpha,miss_streak,mode
1950,0.05,0,aci_clipped
1951,0.05,0,aci_clipped
1952,0.05,0,aci_clipped
1953,0.05,0,aci_clipped
1954,0.05,0,aci_clipped
1955,0.05,0,aci_clipped
1956,0.05,0,aci_clipped
1957,0.05,0,aci_clipped
1958,0.05,0,aci_clipped
1959,0.05,0,aci_clipped
1960,0.05,0,aci_clipped
1961,0.05,0,aci_clipped
1962,0.05,0,aci_clipped
1963,0.05,0,aci_clipped
1964,0.05,0,aci_clipped
1965,0.05,0,aci_clipped
1966,0.05,0,aci_clipped
1967,0.05,0,aci_clipped
1968,0.05,0,aci_clipped
1969,0.05,0,aci_clipped
1970,0.05,0,aci_clipped
1971,0.05,0,aci_clipped
1972,0.05,0,aci_clipped
1973,0.05,0,aci_clipped
1974,0.05,0,aci_clipped
1975,0.05,0,aci_clipped
1976,0.05,0,aci_clipped
1977,0.05,0,aci_clipped
1978,0.05,0,aci_clipped
1979,0.05,0,aci_clipped
1980,0.05,0,aci_clipped
1981,0.05,0,aci_clipped
1982,0.05,0,aci_clipped
1983,0.05,0,aci_clipped
1984,0.05,0,aci_clipped
1985,0.05,0,aci_clipped
1986,0.05,0,aci_clipped
1987,0.05,0,aci_clipped
1988,0.05,0,aci_clipped
1989,0.05,0,aci_clipped
1990,0.05,0,aci_clipped
1991,0.05,0,aci_clipped
1992,0.05,0,aci_clipped
1993,0.05,0,aci_clipped
1994,0.05,0,aci_clipped
1995,0.05,0,aci_clipped
1996,0.05,0,aci_clipped
1997,0.05,0,aci_clipped
1998,0.05,0,aci_clipped
1999,0.05,0,aci_clipped
2000,0.05,0,aci_clipped
2001,0.05,0,aci_clipped
2002,0.05,0,aci_clipped
2003,0.05,0,aci_clipped
2004,0.05,0,aci_clipped
2005,0.05,0,aci_clipped
2006,0.05,0,aci_clipped
2007,0.05,0,aci_clipped
2008,0.05,0,aci_clipped
2009,0.05,0,aci_clipped
2010,0.05,0,aci_clipped
2011,0.05,0,aci_clipped
2012,0.05,0,aci_clipped
2013,0.05,0,aci_clipped
2014,0.05,0,aci_clipped
2015,0.05,0,aci_clipped
2016,0.05,0,aci_clipped
2017,0.05,0,aci_clipped
2018,0.05,0,aci_clipped
2019,0.05,0,aci_clipped
2020,0.05,0,aci_clipped
2021,0.05,0,aci_clipped
2022,0.05,0,aci_clipped
2023,0.05,0,aci_clipped
2024,0.05,0,aci_clipped
2025,0.05,0,aci_clipped
2026,0.05,0,aci_clipped
2027,0.05,0,aci_clipped
2028,0.05,0,aci_clipped
2029,0.05,0,aci_clipped
2030,0.05,0,aci_clipped
2031,0.05,0,aci_clipped
2032,0.05,0,aci_clipped
2033,0.05,0,aci_clipped
2034,0.05,0,aci_clipped
2035,0.05,0,aci_clipped
2036,0.05,0,aci_clipped
2037,0.05,0,aci_clipped
2038,0.05,0,aci_clipped
2039,0.05,0,aci_clipped
2040,0.05,0,aci_clipped
2041,0.05,0,aci_clipped
2042,0.05,0,aci_clipped
2043,0.05,0,aci_clipped
2044,0.05,0,aci_clipped
2045,0.05,0,aci_clipped
2046,0.05,0,aci_clipped
2047,0.05,0,aci_clipped
2048,0.05,0,aci_clipped
2049,0.05,0,aci_clipped
2050,0.05,0,aci_clipped
2051,0.05,0,aci_clipped
2052,0.05,0,aci_clipped
2053,0.05,0,aci_clipped
2054,0.05,0,aci_clipped
2055,0.05,0,aci_clipped
2056,0.05,0,aci_clipped
2057,0.05,0,aci_clipped
2058,0.05,0,aci_clipped
2059,0.05,0,aci_clipped
2060,0.05,0,aci_clipped
2061,0.05,0,aci_clipped
2062,0.05,0,aci_clipped
2063,0.05,0,aci_clipped
2064,0.05,0,aci_clipped
2065,0.05,0,aci_clipped
2066,0.05,0,aci_clipped
2067,0.05,0,aci_clipped
2068,0.05,0,aci_clipped
2069,0.05,0,aci_clipped
2070,0.05,0,aci_clipped
2071,0.05,0,aci_clipped
2072,0.05,0,aci_clipped
2073,0.05,0,aci_clipped
2074,0.05,0,aci_clipped
2075,0.05,0,aci_clipped
2076,0.05,0,aci_clipped
2077,0.05,0,aci_clipped
2078,0.05,0,aci_clipped
2079,0.05,0,aci_clipped
2080,0.05,0,aci_clipped
2081,0.05,0,aci_clipped
2082,0.05,0,aci_clipped
2083,0.05,0,aci_clipped
2084,0.05,0,aci_clipped
2085,0.05,0,aci_clipped
2086,0.05,0,aci_clipped
2087,0.05,0,aci_clipped
2088,0.05,0,aci_clipped
2089,0.05,0,aci_clipped
2090,0.05,0,aci_clipped
2091,0.05,0,aci_clipped
2092,0.05,0,aci_clipped
2093,0.05,0,aci_clipped
2094,0.05,0,aci_clipped
2095,0.05,0,aci_clipped
2096,0.05,0,aci_clipped
2097,0.05,0,aci_clipped
2098,0.05,0,aci_clipped
2099,0.05,0,aci_clipped
2100,0.05,0,aci_clipped
2101,0.05,0,aci_clipped
2102,0.05,0,aci_clipped
2103,0.05,0,aci_clipped
2104,0.05,0,aci_clipped
2105,0.05,0,aci_clipped
2106,0.05,0,aci_clipped
2107,0.05,0,aci_clipped
2108,0.05,0,aci_clipped
2109,0.05,0,aci_clipped
2110,0.05,0,aci_clipped
2111,0.05,0,aci_clipped
2112,0.05,0,aci_clipped
2113,0.05,0,aci_clipped
2114,0.05,0,aci_clipped
2115,0.05,0,aci_clipped
2116,0.05,0,aci_clipped
2117,0.05,0,aci_clipped
2118,0.05,0,aci_clipped
2119,0.05,0,aci_clipped
2120,0.05,0,aci_clipped
2121,0.05,0,aci_clipped
2122,0.05,0,aci_clipped
2123,0.05,0,aci_clipped
2124,0.05,0,aci_clipped
2125,0.05,0,aci_clipped
2126,0.05,0,aci_clipped
2127,0.05,0,aci_clipped
2128,0.05,0,aci_clipped
2129,0.05,0,aci_clipped
2130,0.05,0,aci_clipped
2131,0.05,0,aci_clipped
2132,0.05,0,aci_clipped
2133,0.05,0,aci_clipped
2134,0.05,0,aci_clipped
2135,0.05,0,aci_clipped
2136,0.05,0,aci_clipped
2137,0.07,1,aci_clipped
2138,0.094,2,aci_clipped
2139,0.122,3,aci_clipped
2140,0.154,4,aci_clipped
2141,0.19,5,aci_clipped
2142,0.17,0,aci_clipped
2143,0.19,1,aci_clipped
2144,0.2,2,aci_clipped
2145,0.2,3,aci_clipped
2146,0.2,4,aci_clipped
2147,0.18000000000000002,0,aci_clipped
2148,0.16000000000000003,0,aci_clipped
2149,0.14000000000000004,0,aci_clipped
2150,0.12000000000000004,0,aci_clipped
2151,0.10000000000000003,0,aci_clipped
2152,0.08000000000000003,0,aci_clipped
2153,0.060000000000000026,0,aci_clipped
2154,0.05,0,aci_clipped
2155,0.05,0,aci_clipped
2156,0.05,0,aci_clipped
2157,0.05,0,aci_clipped
2158,0.05,0,aci_clipped
2159,0.05,0,aci_clipped
2160,0.05,0,aci_clipped
2161,0.05,0,aci_clipped
2162,0.05,0,aci_clipped
2163,0.05,0,aci_clipped
2164,0.05,0,aci_clipped
2165,0.05,0,aci_clipped
2166,0.05,0,aci_clipped
2167,0.05,0,aci_clipped
2168,0.05,0,aci_clipped
2169,0.05,0,aci_clipped
2170,0.05,0,aci_clipped
2171,0.05,0,aci_clipped
2172,0.05,0,aci_clipped
2173,0.05,0,aci_clipped
2174,0.05,0,aci_clipped
2175,0.05,0,aci_clipped
2176,0.05,0,aci_clipped
2177,0.05,0,aci_clipped
2178,0.05,0,aci_clipped
2179,0.05,0,aci_clipped
2180,0.05,0,aci_clipped
2181,0.05,0,aci_clipped
2182,0.05,0,aci_clipped
2183,0.05,0,aci_clipped
2184,0.05,0,aci_clipped
2185,0.05,0,aci_clipped
2186,0.05,0,aci_clipped
2187,0.05,0,aci_clipped
2188,0.05,0,aci_clipped
2189,0.05,0,aci_clipped
2190,0.05,0,aci_clipped
2191,0.05,0,aci_clipped
2192,0.05,0,aci_clipped
2193,0.05,0,aci_clipped
2194,0.05,0,aci_clipped
2195,0.05,0,aci_clipped
2196,0.05,0,aci_clipped
2197,0.05,0,aci_clipped
2198,0.05,0,aci_clipped
2199,0.05,0,aci_clipped
2200,0.05,0,aci_clipped
2201,0.05,0,aci_clipped
2202,0.05,0,aci_clipped
2203,0.05,0,aci_clipped
2204,0.05,0,aci_clipped
2205,0.05,0,aci_clipped
2206,0.05,0,aci_clipped
2207,0.05,0,aci_clipped
2208,0.05,0,aci_clipped
2209,0.05,0,aci_clipped
2210,0.05,0,aci_clipped
2211,0.05,0,aci_clipped
2212,0.05,0,aci_clipped
2213,0.05,0,aci_clipped
2214,0.05,0,aci_clipped
2215,0.05,0,aci_clipped
2216,0.05,0,aci_clipped
2217,0.05,0,aci_clipped
2218,0.05,0,aci_clipped
2219,0.05,0,aci_clipped
2220,0.05,0,aci_clipped
2221,0.05,0,aci_clipped
2222,0.05,0,aci_clipped
2223,0.05,0,aci_clipped
2224,0.05,0,aci_clipped
2225,0.05,0,aci_clipped
2226,0.05,0,aci_clipped
2227,0.05,0,aci_clipped
2228,0.05,0,aci_clipped
2229,0.05,0,aci_clipped
2230,0.05,0,aci_clipped
2231,0.05,0,aci_clipped
2232,0.05,0,aci_clipped
2233,0.05,0,aci_clipped
2234,0.05,0,aci_clipped
2235,0.05,0,aci_clipped
2236,0.05,0,aci_clipped
2237,0.05,0,aci_clipped
2238,0.05,0,aci_clipped
2239,0.05,0,aci_clipped
2240,0.05,0,aci_clipped
2241,0.05,0,aci_clipped
2242,0.05,0,aci_clipped
2243,0.05,0,aci_clipped
2244,0.05,0,aci_clipped
2245,0.05,0,aci_clipped
2246,0.05,0,aci_clipped
2247,0.05,0,aci_clipped
2248,0.05,0,aci_clipped
2249,0.05,0,aci_clipped
2250,0.05,0,aci_clipped
2251,0.05,0,aci_clipped
2252,0.05,0,aci_clipped
2253,0.05,0,aci_clipped
2254,0.05,0,aci_clipped
2255,0.05,0,aci_clipped
2256,0.05,0,aci_clipped
2257,0.05,0,aci_clipped
2258,0.05,0,aci_clipped
2259,0.05,0,aci_clipped
2260,0.05,0,aci_clipped
2261,0.05,0,aci_clipped
2262,0.05,0,aci_clipped
2263,0.05,0,aci_clipped
2264,0.05,0,aci_clipped
2265,0.05,0,aci_clipped
2266,0.05,0,aci_clipped
2267,0.05,0,aci_clipped
2268,0.05,0,aci_clipped
2269,0.05,0,aci_clipped
2270,0.05,0,aci_clipped
2271,0.05,0,aci_clipped
2272,0.05,0,aci_clipped
2273,0.05,0,aci_clipped
2274,0.05,0,aci_clipped
2275,0.05,0,aci_clipped
2276,0.05,0,aci_clipped
2277,0.05,0,aci_clipped
2278,0.05,0,aci_clipped
2279,0.05,0,aci_clipped
2280,0.05,0,aci_clipped
2281,0.05,0,aci_clipped
2282,0.05,0,aci_clipped
2283,0.05,0,aci_clipped
2284,0.05,0,aci_clipped
2285,0.05,0,aci_clipped
2286,0.05,0,aci_clipped
2287,0.05,0,aci_clipped
2288,0.05,0,aci_clipped
2289,0.05,0,aci_clipped
2290,0.05,0,aci_clipped
2291,0.05,0,aci_clipped
2292,0.05,0,aci_clipped
2293,0.05,0,aci_clipped
2294,0.05,0,aci_clipped
2295,0.05,0,aci_clipped
2296,0.05,0,aci_clipped
2297,0.05,0,aci_clipped
2298,0.05,0,aci_clipped
2299,0.05,0,aci_clipped
2300,0.05,0,aci_clipped
2301,0.05,0,aci_clipped
2302,0.05,0,aci_clipped
2303,0.05,0,aci_clipped
2304,0.05,0,aci_clipped
2305,0.05,0,aci_clipped
2306,0.05,0,aci_clipped
2307,0.05,0,aci_clipped
2308,0.05,0,aci_clipped
2309,0.05,0,aci_clipped
2310,0.05,0,aci_clipped
2311,0.05,0,aci_clipped
2312,0.05,0,aci_clipped
2313,0.05,0,aci_clipped
2314,0.05,0,aci_clipped
2315,0.05,0,aci_clipped
2316,0.05,0,aci_clipped
2317,0.05,0,aci_clipped
2318,0.05,0,aci_clipped
2319,0.05,0,aci_clipped
2320,0.05,0,aci_clipped
2321,0.05,0,aci_clipped
2322,0.05,0,aci_clipped
2323,0.05,0,aci_clipped
2324,0.05,0,aci_clipped
2325,0.05,0,aci_clipped
2326,0.05,0,aci_clipped
2327,0.05,0,aci_clipped
2328,0.05,0,aci_clipped
2329,0.05,0,aci_clipped
2330,0.05,0,aci_clipped
2331,0.05,0,aci_clipped
2332,0.05,0,aci_clipped
2333,0.05,0,aci_clipped
2334,0.05,0,aci_clipped
2335,0.05,0,aci_clipped
2336,0.05,0,aci_clipped
2337,0.05,0,aci_clipped
2338,0.05,0,aci_clipped
2339,0.05,0,aci_clipped
2340,0.05,0,aci_clipped
2341,0.05,0,aci_clipped
2342,0.05,0,aci_clipped
2343,0.05,0,aci_clipped
2344,0.05,0,aci_clipped
2345,0.05,0,aci_clipped
2346,0.05,0,aci_clipped
2347,0.05,0,aci_clipped
2348,0.05,0,aci_clipped
2349,0.05,0,aci_clipped
2350,0.05,0,aci_clipped
2351,0.05,0,aci_clipped
2352,0.05,0,aci_clipped
2353,0.05,0,aci_clipped
2354,0.05,0,aci_clipped
2355,0.05,0,aci_clipped
2356,0.05,0,aci_clipped
2357,0.05,0,aci_clipped
2358,0.05,0,aci_clipped
2359,0.05,0,aci_clipped
2360,0.05,0,aci_clipped
2361,0.05,0,aci_clipped
2362,0.05,0,aci_clipped
2363,0.05,0,aci_clipped
2364,0.05,0,aci_clipped
2365,0.05,0,aci_clipped
2366,0.05,0,aci_clipped
2367,0.05,0,aci_clipped
2368,0.05,0,aci_clipped
2369,0.05,0,aci_clipped
2370,0.05,0,aci_clipped
2371,0.05,0,aci_clipped
2372,0.05,0,aci_clipped
2373,0.05,0,aci_clipped
2374,0.05,0,aci_clipped
2375,0.05,0,aci_clipped
2376,0.05,0,aci_clipped
2377,0.05,0,aci_clipped
2378,0.05,0,aci_clipped
2379,0.05,0,aci_clipped
2380,0.05,0,aci_clipped
2381,0.05,0,aci_clipped
2382,0.05,0,aci_clipped
2383,0.05,0,aci_clipped
2384,0.05,0,aci_clipped
2385,0.05,0,aci_clipped
2386,0.05,0,aci_clipped
2387,0.05,0,aci_clipped
2388,0.05,0,aci_clipped
2389,0.05,0,aci_clipped
2390,0.05,0,aci_clipped
2391,0.05,0,aci_clipped
2392,0.05,0,aci_clipped
2393,0.05,0,aci_clipped
2394,0.05,0,aci_clipped
2395,0.05,0,aci_clipped
2396,0.05,0,aci_clipped
2397,0.05,0,aci_clipped
2398,0.05,0,aci_clipped
2399,0.05,0,aci_clipped
2400,0.05,0,aci_clipped
2401,0.05,0,aci_clipped
2402,0.05,0,aci_clipped
2403,0.05,0,aci_clipped
2404,0.05,0,aci_clipped
2405,0.05,0,aci_clipped
2406,0.05,0,aci_clipped
2407,0.05,0,aci_clipped
2408,0.05,0,aci_clipped
2409,0.05,0,aci_clipped
2410,0.05,0,aci_clipped
2411,0.05,0,aci_clipped
2412,0.05,0,aci_clipped
2413,0.05,0,aci_clipped
2414,0.05,0,aci_clipped
2415,0.05,0,aci_clipped
2416,0.05,0,aci_clipped
2417,0.05,0,aci_clipped
2418,0.05,0,aci_clipped
2419,0.05,0,aci_clipped
2420,0.05,0,aci_clipped
2421,0.05,0,aci_clipped
2422,0.05,0,aci_clipped
2423,0.05,0,aci_clipped
2424,0.05,0,aci_clipped
2425,0.05,0,aci_clipped
2426,0.05,0,aci_clipped
2427,0.05,0,aci_clipped
2428,0.05,0,aci_clipped
2429,0.05,0,aci_clipped
2430,0.05,0,aci_clipped
2431,0.05,0,aci_clipped
2432,0.05,0,aci_clipped
2433,0.05,0,aci_clipped
2434,0.05,0,aci_clipped
2435,0.05,0,aci_clipped
2436,0.05,0,aci_clipped
2437,0.05,0,aci_clipped
2438,0.05,0,aci_clipped
2439,0.05,0,aci_clipped
2440,0.05,0,aci_clipped
2441,0.05,0,aci_clipped
2442,0.05,0,aci_clipped
2443,0.05,0,aci_clipped
2444,0.05,0,aci_clipped
2445,0.05,0,aci_clipped
2446,0.05,0,aci_clipped
2447,0.05,0,aci_clipped
2448,0.05,0,aci_clipped
2449,0.05,0,aci_clipped
2450,0.05,0,aci_clipped
2451,0.05,0,aci_clipped
2452,0.05,0,aci_clipped
2453,0.05,0,aci_clipped
2454,0.05,0,aci_clipped
2455,0.05,0,aci_clipped
2456,0.05,0,aci_clipped
2457,0.05,0,aci_clipped
2458,0.05,0,aci_clipped
2459,0.05,0,aci_clipped
2460,0.05,0,aci_clipped
2461,0.05,0,aci_clipped
2462,0.05,0,aci_clipped
2463,0.05,0,aci_clipped
2464,0.05,0,aci_clipped
2465,0.05,0,aci_clipped
2466,0.05,0,aci_clipped
2467,0.05,0,aci_clipped
2468,0.05,0,aci_clipped
2469,0.05,0,aci_clipped
2470,0.05,0,aci_clipped
2471,0.05,0,aci_clipped
2472,0.05,0,aci_clipped
2473,0.05,0,aci_clipped
2474,0.05,0,aci_clipped
2475,0.05,0,aci_clipped
2476,0.05,0,aci_clipped
2477,0.05,0,aci_clipped
2478,0.05,0,aci_clipped
2479,0.05,0,aci_clipped
2480,0.05,0,aci_clipped
2481,0.05,0,aci_clipped
2482,0.05,0,aci_clipped
2483,0.05,0,aci_clipped
2484,0.05,0,aci_clipped
2485,0.05,0,aci_clipped
2486,0.05,0,aci_clipped
2487,0.05,0,aci_clipped
2488,0.05,0,aci_clipped
2489,0.05,0,aci_clipped
2490,0.05,0,aci_clipped
2491,0.05,0,aci_clipped
2492,0.05,0,aci_clipped
2493,0.05,0,aci_clipped
2494,0.05,0,aci_clipped
2495,0.05,0,aci_clipped
2496,0.05,0,aci_clipped
2497,0.05,0,aci_clipped
2498,0.05,0,aci_clipped
2499,0.05,0,aci_clipped
2500,0.05,0,aci_clipped
2501,0.05,0,aci_clipped
2502,0.05,0,aci_clipped
2503,0.05,0,aci_clipped
2504,0.05,0,aci_clipped
2505,0.05,0,aci_clipped
2506,0.05,0,aci_clipped
2507,0.05,0,aci_clipped
2508,0.05,0,aci_clipped
2509,0.05,0,aci_clipped
2510,0.05,0,aci_clipped
2511,0.05,0,aci_clipped
2512,0.05,0,aci_clipped
2513,0.05,0,aci_clipped
2514,0.05,0,aci_clipped
2515,0.05,0,aci_clipped
2516,0.05,0,aci_clipped
2517,0.05,0,aci_clipped
2518,0.05,0,aci_clipped
2519,0.05,0,aci_clipped
2520,0.05,0,aci_clipped
2521,0.05,0,aci_clipped
2522,0.05,0,aci_clipped
2523,0.05,0,aci_clipped
2524,0.05,0,aci_clipped
2525,0.05,0,aci_clipped
2526,0.05,0,aci_clipped
2527,0.05,0,aci_clipped
2528,0.05,0,aci_clipped
2529,0.05,0,aci_clipped
2530,0.05,0,aci_clipped
2531,0.05,0,aci_clipped
2532,0.05,0,aci_clipped
2533,0.05,0,aci_clipped
2534,0.05,0,aci_clipped
2535,0.05,0,aci_clipped
2536,0.05,0,aci_clipped
2537,0.05,0,aci_clipped
2538,0.05,0,aci_clipped
2539,0.05,0,aci_clipped
2540,0.05,0,aci_clipped
2541,0.05,0,aci_clipped
2542,0.05,0,aci_clipped
2543,0.05,0,aci_clipped
2544,0.05,0,aci_clipped
2545,0.05,0,aci_clipped
2546,0.05,0,aci_clipped
2547,0.05,0,aci_clipped
2548,0.05,0,aci_clipped
2549,0.05,0,aci_clipped
2550,0.05,0,aci_clipped
2551,0.05,0,aci_clipped
2552,0.05,0,aci_clipped
2553,0.05,0,aci_clipped
2554,0.05,0,aci_clipped
2555,0.05,0,aci_clipped
2556,0.05,0,aci_clipped
2557,0.05,0,aci_clipped
2558,0.05,0,aci_clipped
2559,0.05,0,aci_clipped
2560,0.05,0,aci_clipped
2561,0.05,0,aci_clipped
2562,0.05,0,aci_clipped
2563,0.05,0,aci_clipped
2564,0.05,0,aci_clipped
2565,0.05,0,aci_clipped
2566,0.05,0,aci_clipped
2567,0.05,0,aci_clipped
2568,0.05,0,aci_clipped
2569,0.05,0,aci_clipped
2570,0.05,0,aci_clipped
2571,0.05,0,aci_clipped
2572,0.05,0,aci_clipped
2573,0.05,0,aci_clipped
2574,0.05,0,aci_clipped
2575,0.05,0,aci_clipped
2576,0.05,0,aci_clipped
2577,0.05,0,aci_clipped
2578,0.05,0,aci_clipped
2579,0.05,0,aci_clipped
2580,0.05,0,aci_clipped
2581,0.05,0,aci_clipped
2582,0.05,0,aci_clipped
2583,0.05,0,aci_clipped
2584,0.05,0,aci_clipped
2585,0.05,0,aci_clipped
2586,0.05,0,aci_clipped
2587,0.05,0,aci_clipped
2588,0.05,0,aci_clipped
2589,0.05,0,aci_clipped
2590,0.05,0,aci_clipped
2591,0.05,0,aci_clipped
2592,0.05,0,aci_clipped
2593,0.05,0,aci_clipped
2594,0.05,0,aci_clipped
2595,0.05,0,aci_clipped
2596,0.05,0,aci_clipped
2597,0.05,0,aci_clipped
2598,0.05,0,aci_clipped
2599,0.05,0,aci_clipped
2600,0.05,0,aci_clipped
2601,0.05,0,aci_clipped
2602,0.05,0,aci_clipped
2603,0.05,0,aci_clipped
2604,0.05,0,aci_clipped
2605,0.05,0,aci_clipped
2606,0.05,0,aci_clipped
2607,0.05,0,aci_clipped
2608,0.05,0,aci_clipped
2609,0.05,0,aci_clipped
2610,0.05,0,aci_clipped
2611,0.05,0,aci_clipped
2612,0.05,0,aci_clipped
2613,0.05,0,aci_clipped
2614,0.05,0,aci_clipped
2615,0.05,0,aci_clipped
2616,0.05,0,aci_clipped
2617,0.05,0,aci_clipped
2618,0.05,0,aci_clipped
2619,0.05,0,aci_clipped
2620,0.05,0,aci_clipped
2621,0.05,0,aci_clipped
2622,0.05,0,aci_clipped
2623,0.05,0,aci_clipped
2624,0.05,0,aci_clipped
2625,0.05,0,aci_clipped
2626,0.05,0,aci_clipped
2627,0.05,0,aci_clipped
2628,0.05,0,aci_clipped
2629,0.05,0,aci_clipped
2630,0.05,0,aci_clipped
2631,0.05,0,aci_clipped
2632,0.05,0,aci_clipped
2633,0.05,0,aci_clipped
2634,0.05,0,aci_clipped
2635,0.05,0,aci_clipped
2636,0.05,0,aci_clipped
2637,0.05,0,aci_clipped
2638,0.05,0,aci_clipped
2639,0.05,0,aci_clipped
2640,0.05,0,aci_clipped
2641,0.05,0,aci_clipped
2642,0.05,0,aci_clipped
2643,0.05,0,aci_clipped
2644,0.05,0,aci_clipped
2645,0.05,0,aci_clipped
2646,0.05,0,aci_clipped
2647,0.05,0,aci_clipped
2648,0.05,0,aci_clipped
2649,0.05,0,aci_clipped
2650,0.05,0,aci_clipped
2651,0.05,0,aci_clipped
2652,0.05,0,aci_clipped
2653,0.05,0,aci_clipped
2654,0.05,0,aci_clipped
2655,0.05,0,aci_clipped
2656,0.05,0,aci_clipped
2657,0.05,0,aci_clipped
2658,0.05,0,aci_clipped
2659,0.05,0,aci_clipped
2660,0.05,0,aci_clipped
2661,0.05,0,aci_clipped
2662,0.05,0,aci_clipped
2663,0.05,0,aci_clipped
2664,0.05,0,aci_clipped
2665,0.05,0,aci_clipped
2666,0.05,0,aci_clipped
2667,0.05,0,aci_clipped
2668,0.05,0,aci_clipped
2669,0.05,0,aci_clipped
2670,0.05,0,aci_clipped
2671,0.05,0,aci_clipped
2672,0.05,0,aci_clipped
2673,0.05,0,aci_clipped
2674,0.05,0,aci_clipped
2675,0.05,0,aci_clipped
2676,0.05,0,aci_clipped
2677,0.05,0,aci_clipped
2678,0.05,0,aci_clipped
2679,0.05,0,aci_clipped
2680,0.05,0,aci_clipped
2681,0.05,0,aci_clipped
2682,0.05,0,aci_clipped
2683,0.05,0,aci_clipped
2684,0.05,0,aci_clipped
2685,0.05,0,aci_clipped
2686,0.05,0,aci_clipped
2687,0.05,0,aci_clipped
2688,0.05,0,aci_clipped
2689,0.05,0,aci_clipped
2690,0.05,0,aci_clipped
2691,0.05,0,aci_clipped
2692,0.05,0,aci_clipped
2693,0.05,0,aci_clipped
2694,0.05,0,aci_clipped
2695,0.05,0,aci_clipped
2696,0.05,0,aci_clipped
2697,0.05,0,aci_clipped
2698,0.05,0,aci_clipped
2699,0.05,0,aci_clipped
2700,0.05,0,aci_clipped
2701,0.05,0,aci_clipped
2702,0.05,0,aci_clipped
2703,0.05,0,aci_clipped
2704,0.05,0,aci_clipped
2705,0.05,0,aci_clipped
2706,0.05,0,aci_clipped
2707,0.05,0,aci_clipped
2708,0.05,0,aci_clipped
2709,0.05,0,aci_clipped
2710,0.05,0,aci_clipped
2711,0.05,0,aci_clipped
2712,0.05,0,aci_clipped
2713,0.05,0,aci_clipped
2714,0.05,0,aci_clipped
2715,0.05,0,aci_clipped
2716,0.05,0,aci_clipped
2717,0.05,0,aci_clipped
2718,0.05,0,aci_clipped
2719,0.05,0,aci_clipped
2720,0.05,0,aci_clipped
2721,0.05,0,aci_clipped
2722,0.05,0,aci_clipped
2723,0.05,0,aci_clipped
2724,0.05,0,aci_clipped
2725,0.05,0,aci_clipped
2726,0.05,0,aci_clipped
2727,0.05,0,aci_clipped
2728,0.05,0,aci_clipped
2729,0.05,0,aci_clipped
2730,0.05,0,aci_clipped
2731,0.05,0,aci_clipped
2732,0.05,0,aci_clipped
2733,0.05,0,aci_clipped
2734,0.05,0,aci_clipped
2735,0.05,0,aci_clipped
2736,0.05,0,aci_clipped
2737,0.05,0,aci_clipped
2738,0.05,0,aci_clipped
2739,0.05,0,aci_clipped
2740,0.05,0,aci_clipped
2741,0.05,0,aci_clipped
2742,0.05,0,aci_clipped
2743,0.05,0,aci_clipped
2744,0.05,0,aci_clipped
2745,0.05,0,aci_clipped
2746,0.05,0,aci_clipped
2747,0.05,0,aci_clipped
2748,0.05,0,aci_clipped
2749,0.05,0,aci_clipped
2750,0.05,0,aci_clipped
2751,0.05,0,aci_clipped
2752,0.05,0,aci_clipped
2753,0.05,0,aci_clipped
2754,0.05,0,aci_clipped
2755,0.05,0,aci_clipped
2756,0.05,0,aci_clipped
2757,0.05,0,aci_clipped
2758,0.05,0,aci_clipped
2759,0.05,0,aci_clipped
2760,0.05,0,aci_clipped
2761,0.05,0,aci_clipped
2762,0.05,0,aci_clipped
2763,0.05,0,aci_clipped
2764,0.05,0,aci_clipped
2765,0.05,0,aci_clipped
2766,0.05,0,aci_clipped
2767,0.05,0,aci_clipped
2768,0.05,0,aci_clipped
2769,0.05,0,aci_clipped
2770,0.05,0,aci_clipped
2771,0.05,0,aci_clipped
2772,0.05,0,aci_clipped
2773,0.05,0,aci_clipped
2774,0.05,0,aci_clipped
2775,0.05,0,aci_clipped
2776,0.05,0,aci_clipped
2777,0.05,0,aci_clipped
2778,0.05,0,aci_clipped
2779,0.05,0,aci_clipped
2780,0.05,0,aci_clipped
2781,0.05,0,aci_clipped
2782,0.05,0,aci_clipped
2783,0.05,0,aci_clipped
2784,0.05,0,aci_clipped
2785,0.05,0,aci_clipped
2786,0.05,0,aci_clipped
2787,0.05,0,aci_clipped
2788,0.05,0,aci_clipped
2789,0.05,0,aci_clipped
2790,0.05,0,aci_clipped
2791,0.05,0,aci_clipped
2792,0.05,0,aci_clipped
2793,0.05,0,aci_clipped
2794,0.05,0,aci_clipped
2795,0.05,0,aci_clipped
2796,0.05,0,aci_clipped
2797,0.05,0,aci_clipped
2798,0.05,0,aci_clipped
2799,0.05,0,aci_clipped
2800,0.05,0,aci_clipped
2801,0.05,0,aci_clipped
2802,0.05,0,aci_clipped
2803,0.05,0,aci_clipped
2804,0.05,0,aci_clipped
2805,0.05,0,aci_clipped
2806,0.05,0,aci_clipped
2807,0.05,0,aci_clipped
2808,0.05,0,aci_clipped
2809,0.05,0,aci_clipped
2810,0.05,0,aci_clipped
2811,0.05,0,aci_clipped
2812,0.05,0,aci_clipped
2813,0.05,0,aci_clipped
2814,0.05,0,aci_clipped
2815,0.05,0,aci_clipped
2816,0.05,0,aci_clipped
2817,0.05,0,aci_clipped
2818,0.05,0,aci_clipped
2819,0.05,0,aci_clipped
2820,0.05,0,aci_clipped
