command_id,cert_hash,has_safe_action,has_proposed_action,step,scenario
3466491d-c3be-46a0-8f04-61e4ef90fd40,3669eb80be1ceab2f8882cfe134df6c950d7969854bc755ff646831cb032b9a7,True,True,34,nominal
d5b69076-4865-46b7-b1d3-2fce0627bf61,716bfcd652d39fc73af459b060c2699b41f01c6d7aaf8fcdd657b90b370f1754,True,True,35,nominal
871701b4-8617-4041-bb98-25bf83e3bbdc,9085935f1218d86addd71465c6066042986d0ec5d9ace7c36d387ca928bee32f,True,True,36,nominal
ddd20f28-1efb-424a-a028-926151700308,a17ab56c3e371019f2529a4d8a260b0a9fef5ee38781288acf27f26b63b4f40c,True,True,37,nominal
9f03a2d3-40cd-468a-8986-1659318f2cef,ab0e32d6a6abe2f46b5ef35d36ecae4528dbba5f67baf3d9fda7d346740f87e1,True,True,38,nominal
33dbe7e3-f508-4524-ba73-3111af8675a6,b2afca5215a7e79984f487afa86d1418993e2023c1a581c9c4fb8e0c24f933fb,True,True,39,nominal
9d574653-6c89-4a0c-b3dd-2a176d1e54a0,c76d26132fdd9f1c965f84f7b134d2addceca35bc7b696bce8b5bcbaf7eaad93,True,True,40,nominal
f0fe486c-25ab-49e0-b975-cd8b3819aea8,83ca50e6b07d2505ec6cca61a27821a7a2cab54f7566dd6a7d55f058d931bbd0,True,True,41,nominal
7b48a5f4-b920-4a4c-bcb3-df881f56bec9,b6674b15b029f18eb9130287b7f7a79943a2a27357a51c66da5798b14326cb30,True,True,42,nominal
b05fe709-920c-4962-abb2-2d17c7ba9560,1f85301ccd5a2ba0534556e91d9d9a54a6d6ba069b6857f8a4f3b43bd8b6e3c2,True,True,43,nominal
9bf986b8-766c-4f27-9d8f-7fb6ccfe60ac,d39d9113a71bc21fee1c1422a5b7f7aca8f64f58980d0d210f94a2da87d9aac5,True,True,44,nominal
1b9e6817-34c2-4420-8c69-03639b624f37,a1e436a366b24a8de2a22630cf9d05e01b5c18b636f6474354d38869008d640d,True,True,45,nominal
0ad1751d-3921-469a-8b00-f369e5eba363,1e3228116b08df27483f55ee847a31081a3ceedd9b39004092e78361211e7a76,True,True,46,nominal
44fe31e8-ecc5-4f71-b53e-8d525ef43329,522b05e10acba3a8ce701611fe9b287432fec019f9b9a39b3fc04ddcc6ce914f,True,True,47,nominal
7e588390-b24f-45c8-a859-a24626b970f6,cda5f552870bf7f2e4c1b9832e21515b7c2721e777ad17eebe97773addee12a2,True,True,48,nominal
b6e68052-889a-4dbd-ac84-0db0cd47740c,733c49eaf1b5ecef5c4f44009d30d5c04afcba63cf54a5fb839ccf37f0444ac7,True,True,49,nominal
37f16334-a0ea-4f50-94c5-6b93f6996286,57a3a8dee6b5204b2cc05c8c7b8c352306802c3865acf276e3aef7c3ec6b34a6,True,True,50,nominal
5e8bc513-f976-44af-9b3d-6a8024601098,e9dfeeeaad3abb5eb2f13d4cb25b456f29dd203167b87def48fc601a2fc27687,True,True,51,nominal
c5641cd5-234f-420e-9015-a1a4d2882cdd,b9952d161887111e457bbf984ede89307e49c9b65b66b10cd647a80aec67abe1,True,True,52,nominal
640e0f58-7a20-48ad-8e0e-bd4c1c36b72b,d9f14467e9731484eabddac4d4780a49eadbfcb419a0d95643b65b8986dfee0a,True,True,53,nominal
c1a872e1-74d1-4ffe-a232-493165728d8f,d188f772908e8d25c02dba1492a2cd53784584a55c24661512b3c765b667b87c,True,True,54,nominal
f9c6a767-69bd-4e12-bfec-c39bacfb5b9f,f81077f4f0d7e02f5e90d84fb69f7479fd65b1fefc6f23e27d872dcd6686898c,True,True,55,nominal
1d01fcb7-8bbe-4731-b178-631168e028df,fd1fc4e071ec597d73924d731809ec0cb8ad2b12cb8612d9402088896dd5eab5,True,True,56,nominal
ffc353be-577e-45fa-a331-08dd38e7c388,a138db30a29323c9a626f8fd25d8a48e45a029d2e247e89d6f1313b43b89eef9,True,True,57,nominal
74fcbc7d-ee5e-4e6b-9745-79001e48d66e,77ad5546ceb808d7fac910b36ace357f16f5f546144f86fed93bf81457629d5a,True,True,58,nominal
fcd629a6-d92e-4ffe-8696-39c246b5938d,2115890e0c2a00197ba32d9f74e5b512f702f28a0ed75638a8dd2ff4c2cc8185,True,True,59,nominal
e8bd1386-5a3a-40d8-9984-899dd81e99a8,6f983a8ada7c98864401b32cf9f30eec70a77535f6e0044ffad992aca92d4ac8,True,True,60,nominal
9eb14f02-c8a7-4511-b381-9991b1217852,6b2f6e8341a9625c355c22e47475fe1559f999153c4247a35233ca4787b7f89b,True,True,61,nominal
13b23890-ab3e-4c4b-9192-98004fe05d70,6513da9bcf9b3096bdbfa41148838a461473343bf7454d9f6da37073bcd6bdab,True,True,62,nominal
49329e07-fbac-4566-8e5d-67930e2eb1a9,3d4572b979215eff26cda2860c55c7169b3d2b9b9d8c8f8ae8501482e02274e1,True,True,63,nominal
b52fcd9f-3bfc-40f7-a2b2-cb18a77df5ee,0fac8907442abbbf409be7b7444064ed5f109a69fdc79a3a4f9368abbb2e4000,True,True,64,nominal
a0fec6dc-4647-4add-b1cf-ce41e79d635e,6ff07480c3dc4f003e25faeaa158ac169949820bf1f15dabe91311aa17a02552,True,True,65,nominal
4d65c4d1-8d5b-4546-82ab-2ccac11f2cca,e1c82a2534e61e50952cddac7f478fa88a9dfbdbb957ff8744f7037beb847d39,True,True,66,nominal
d8e2d492-316f-474b-960b-edbb3eaf771f,a9661f3ad7d283ce82b5023f88f552b15d0689ebfa2d1c127570fb6b98a94e07,True,True,67,nominal
5620503a-67a8-4901-be23-74eee06ab457,1a272137ac9cd5de193911a51dc895d901e7bb5093b5daa49f2a3e8ec9e7b43d,True,True,68,nominal
3ee2cc2c-5fe5-4b4a-9872-41e9307cec5b,cb9e8a110de57e530ff2b649c50b7be42876746bbac7633f1f366c4dc27565d6,True,True,69,nominal
242567ee-40d0-4a7b-949d-b9d9aaa7900f,bbcc7acbc7aa245c67cc6368b10f52697f81385075ba8c9d74cabcc6cde620b4,True,True,70,nominal
03b5218e-919b-49b5-b2bd-b32d7ffbdee2,746d07d44d5d6a48e4c7882401590e89505b0be38bed0adef0509cbc4a128c5e,True,True,71,nominal
9d63fcea-3b66-4dc0-a18b-13d8c28064e6,d308bead3d0f62d64abf2ddbf771857a50ba1f97713ae4527399dba33d4c6a78,True,True,0,dropout
f02595ee-2926-475e-9615-d3c546916355,adab088becfb46c9e0943982a9032803347c33bc77bc0121e321547a2a42281d,True,True,1,dropout
4302891d-c349-47bb-bdf5-e891e7fe8e3f,9ec86ec78fb0650129f97953e80c69d84837ad789260bd435eca79c6b3c319d6,True,True,2,dropout
b46b5058-952d-4b63-b568-1bd59fc731b8,f5048074829cd8be154d75e26bbce278be4ced7071077f1a73e26ff9b6d1e0f6,True,True,3,dropout
77afd965-d445-49a0-a61b-bb768309e199,d3ff4794ac7a62eaa38b288841a04c6c05be656ecd59481b5d082f3dde850cb6,True,True,4,dropout
297207e7-0ab3-416e-9122-0eb147721355,2218ef99b4ec186a5ccc377a495091294bffa05ff5fa07728a95d3edbeaaaf89,True,True,5,dropout
d535618c-b799-4ba0-ab4f-75aa4086abf2,bcf97e6849ccb618aae6e08be5483f56fa942fc6de4bd2b19e1f3c7fa6e1ab88,True,True,6,dropout
1524a71e-2900-4074-b2e9-91e1ea155448,b6d2bcf35621603e8775559dfa66d77e2fe6399efd371784cd16569f23b29b18,True,True,7,dropout
8097af53-412d-4812-94ad-50d4153a8a65,b3e5c3d7f2b37b5f8ad18acbf60395fec8d1f0230168151ff10bcdc0f7225802,True,True,8,dropout
c6b6e01e-8080-4b99-bc9b-92c1e1ff7e58,5d85f79e5a28c7c3eb7ccc6e950184e406a10935f98e77edd5f0dc4b59be0d02,True,True,9,dropout
602f96a4-681a-4ceb-bc37-912f76b51028,9515caeacdbd70b4881e5c06d3621707038951afc04c8bd109525911f4b87fa6,True,True,10,dropout
f95d00ca-656e-45d9-a8ff-4c85bde98591,e8aa99f01c223e969fd1055438d43b303870b6fc2efd2569a58c464e069d3c11,True,True,11,dropout
65b0591c-cfff-458c-85d5-cd34f22bfe17,c7a3b2583d5cdf094e8e5b0c576f3d72c442052dee91bbbc0ab2bcf1130f02bc,True,True,12,dropout
af808db5-0de5-4d6e-aba2-4c18a4cc9e42,cec8b614a8bb2bd2738734207a46867a5dd2680247261b2c0f9d61e9eac81f4d,True,True,13,dropout
14ab20d7-8a35-46fa-a1a8-ea07d93c2783,01367b39e6eff600677cf49e75b7fc48a80810677cc9fb105f2fb31ba33488cd,True,True,14,dropout
d52e2fbf-b4c4-41ac-a5e4-c8f0d877898f,80ef31d1cd390299370834194b379384462f792d5f42dbdc5a91ccfc2a5211d2,True,True,15,dropout
a562cd3f-7866-4c32-9e48-d759a2620f83,17791638a0eb39de10f43c09f2a53209a665e04460d7d069ad83dc1a1bd72122,True,True,16,dropout
03f650dc-c0b8-4905-b181-c81a263e6d34,b36df1a059b2178535a26bef5e4dbe03d466de5468e835c63e8b59eac6b11688,True,True,17,dropout
e83b9403-ccbd-4654-90b0-2203dd740b31,024344b9eb8b60470a2f828a4f528521ad536ab70d832bdbfe375e24d6c020c1,True,True,18,dropout
f39149e4-125f-4403-ab5a-3d172bec105f,1a39efa1521bc961e445347d992f90d2a9063098d982c2c63c179a68b11257aa,True,True,19,dropout
8561666b-959a-41ba-bbb3-2c69420ba15f,a4b286daf90e5fd32af9ff32c60d085b8abfee3efd6c0375f3aad013434415ea,True,True,20,dropout
679178ee-4404-49e2-b2cf-ca520cf18038,8d3451f2c149d9fdd25d51141da7af0f4babe70e61047c6a9c7f91f0f7cbe92b,True,True,21,dropout
e1a04ddd-aaaf-41e8-8a4f-486bf03f0d7b,0dbbfc6408daedfd2a915a2d1d3f350c6c4f3947eccff4de970b044c5f6df9b9,True,True,22,dropout
33121d09-a3aa-4772-a1a5-297c671e834e,2d76898c9cf5e915617eed2b04f91b603ce3ee255dce32f53ea1d906906a89f2,True,True,23,dropout
e4508eb8-7575-47fe-ac9f-d7d9a640e7bf,6ec08ad1a12d4040f3d2a3a4230be6b65bc6e33de5507f49bab1adf03c3f2096,True,True,24,dropout
b2ded329-a5d9-4935-9782-b37874c45b40,037903e14f682023ee182d1c1ee158a796e5574596d6aa7f851b25cf9dd62ec6,True,True,25,dropout
90713f1d-4920-4c99-bb45-367a2a37b6ac,fa78393008f68fa368765959930fda8d815dbf97ee5d287f016d9c34653cc5a8,True,True,26,dropout
e039ffd3-1075-4d36-9dd6-fca7ee80b78b,168b8217bd45652eab6ed5fe504e81015aed7fecffae99921fba64bf8f4ebdff,True,True,27,dropout
1e59c488-4215-46a5-9c50-f31e108d2e9b,343d040bb35d12e9a77f7444573ccd921478262a66c2959efb050bf4d307d829,True,True,28,dropout
6cc6cf1a-d59e-41ea-839c-1ecd2df5962a,f08b904628dd25dc35a39cd0e99b485a710bd4f40e7bfe50ec66a1f8fdf42cbb,True,True,29,dropout
32597608-84f9-4328-9296-0dc1eaeb37b0,365880254e9197d77b34b7ffc524bad6b6ed229b4010460ccc90cc0089de69ed,True,True,30,dropout
0b66d57d-7282-47a1-a331-6ec59097f51c,2a2ae782315070f41507c5fb82365ab6e1e8ca4e68f38ce027695f00df5b08d1,True,True,31,dropout
0238e4a6-ad60-45bc-928b-5e9eca8f939f,5b9e754a3ad9acec044b9821a1ade8e7e432e07d9c10e4f08ca988318d757d41,True,True,32,dropout
9dc19078-95bc-465e-b66f-2dc6d3cc83e3,96681b4adbb2d3f1a2bff70710fb6bd997c274a637dfaaeb7b5fd051bbadc703,True,True,33,dropout
2be07e73-4161-456f-9922-50cb9a301045,3c8505161c6e383e0765a60fac417ba2dd7cc3ce622e37100bd108a2361aef9e,True,True,34,dropout
6394beac-a819-46d0-91fd-b0c7854668c1,e28d39f4b7649fc252166856449be21a04adc9c8f59e1488f5f64329677880a1,True,True,35,dropout
684c6a9b-7dc7-4a0b-9c92-3903b6c9541d,6657858452cd29542174013a5e50deb03ac3673f771b37bb7274ac733bbd512b,True,True,36,dropout
dde426e2-fe71-4d16-bd40-584d1f294f58,1729fa9e8e01516709b8ed0962fcbe74de4d9df0aed5c3001b330c42e52f8f78,True,True,37,dropout
7ffbdcec-38f0-447b-944f-d42645892b27,1fd83fd37b2a3bd9c2dd98b5c8d7d0ce684963a5c733c96c6c3441908fe42c62,True,True,38,dropout
f166822e-5e5f-4104-8ecf-5496a69904bf,a5439ce21c31da591f88093a66a501b25abd650bd148cd3c64c5610e941632aa,True,True,39,dropout
0c9a8a99-7494-4e41-9011-4dabecbe2a4f,a3fed06a21c1bbf6f974cc9269414590e97ff5025fdecdaff53c94796eb8b0f1,True,True,40,dropout
c5f64301-a9b7-40a0-a3de-b12f468d0f45,dd7a3c2c4924dbb5a49323e11a56807952146ba8f286f067db1679dc3f9d9eed,True,True,41,dropout
24e06798-4080-420c-bcae-7a32c3ec635b,f8f7bfd6f28b804e5eb7a01d56e02b19d8b4a528eacb101d937e66f5875a1e03,True,True,42,dropout
7d2a6e94-80ce-487a-b0e4-98327bceaf92,15d841761244fe1689d25527c1840a8fbaf44445358495530106cd77e5f73afe,True,True,43,dropout
03fd018a-6376-4f6a-a821-c755d8523dc4,3ccb44bff0006cd6aa64489e9d8a730fe995ae2c8012e9e99cc7180cfc237594,True,True,44,dropout
03865659-f62d-4d99-9ea4-67c5ff866118,a3ac105bfdca2299edb6f039e8daca4b85d8b68baf3fe0b9726f254287851e1e,True,True,45,dropout
9c8a5a0d-8bfd-45ca-a964-2fe140f8d2f0,b5ba04946ba060efc732bc2a56913a59d80ebd33d1ebeeca30c02f903c2a27a7,True,True,46,dropout
98d49e81-6c16-439d-b960-22a05702a20a,741a9bb840f5d5fa2086a1d1798388772fc9a8f85b44bb1a29dbd5e7afee3f4a,True,True,47,dropout
75bd6062-89cb-48b5-bd7e-578d311c9424,eaa4bbe865d8576fd683233bea97b7c3ce33997c44939fb9c773948e0d9110c5,True,True,48,dropout
fca754b6-460b-4bfa-98c6-f3b28d0488ff,915a788ec1b0c347184cf91d59c4866301149684ca03c4d4d7cf1de0222cbf56,True,True,49,dropout
674c6eff-4413-40e7-8a62-4536948ce4e3,e0cdde1e7b3108a0e8f243d8261d2603cae69b6a51347295fae1bf4bd863d4bc,True,True,50,dropout
f4b61405-401b-4491-bb65-4acbde2bae5d,53f83f2f9b9558e1fb3c47f8dbfc37fb0f4b35a620244c02725e705cf8f42c49,True,True,51,dropout
5dfd62e6-0a4a-462e-94d7-b6d4fe1588fd,0771aa2bd5669021d1f22a5aa203b5d53fff5a6524826f816e7327b48f33b921,True,True,52,dropout
776bb3c8-0c98-4c99-9334-4ef818dd6bad,0f9974a9c020797726df48d9e514fa7dd571311781a062455b434eb51b68e2bc,True,True,53,dropout
0460dfbc-4763-4a87-a1bf-34a26a6c0426,5bb16342c5351d728f19e84c91fd3f9146d5a2376d9722207fd7ea112a0b4787,True,True,54,dropout
27407578-2c9e-436d-a315-007f3927776d,fee1b7602c7b47bdfede267b0bffddc225b4acfc3a87e2a51a04a69009a9f71e,True,True,55,dropout
0e844029-9b1c-48e4-88e7-2c2db7922d12,3e4e78c7681d23018d228b35161adbf55ae15a9d37058269c0499b7216f4aced,True,True,56,dropout
dab96ae9-528e-4c22-a8d4-3b89922bcb61,52fbecc6bb8a82dd3b19715eab9b9a261dac84fa7b47610d463f8745786c407f,True,True,57,dropout
80f4683a-1ad0-4da8-bf56-bccbeea14ab7,4335737ded5a5be7bb01ff45d1609ca5047a2e20c5a8cccd9382ad1251718fff,True,True,58,dropout
6518f797-a08b-4330-ae2e-c4b97157ebfd,fc85e8e69863a843b2d43b512987135d9c44218f048e4f349058f5102d3ef8cd,True,True,59,dropout
447a6d3b-4de7-4d89-be47-7b0c78be13fc,b69e30a336c48aa00183cd83e7ae7db5dc0ad1ed62f801ea71167cf51a683d65,True,True,60,dropout
a6ab84cc-eb53-4fe3-b30b-0fc5d94ca8e8,96b69a91f3d610e28ec444b0b35b5757a89410528bc792aa2d6b5a77db68f0e5,True,True,61,dropout
c8e6e8ab-edcb-4717-816f-a4de003a9a57,3842331f367e9ce1eefa2431c664f7ca68d345f78a03519541dbeb680ca40e5d,True,True,62,dropout
f13fdde0-5336-47de-a6a5-66cb25ef6669,d6005048c53955771a8146c67a0500231c28f006a48071d45af28d0d8e4eeefe,True,True,63,dropout
d67e0c82-3e7d-4940-9df5-0149b6449f10,6128fff8e7777bce49d79473e2be0fe553336c1647747d2c61a97e473972d394,True,True,64,dropout
6ddae05a-2da1-4a71-90b5-29a21fd1b093,d24bc715b41dc4c4834d1966d42582f379a2865338df48154c6e7ff6c821cf3c,True,True,65,dropout
123bfc56-0ce8-4f2d-acc2-d6ce7a39980a,43273c89ba0ea74ad67767c407bc9c392d92c5407549d632e64300cb3fdd2f9e,True,True,66,dropout
de25339b-c2d0-42ee-b05c-88e78a268fe2,914972e8c9f5f7fc67602288629844557571db22782152052a422c1be98b473d,True,True,67,dropout
5ff0b2a9-f40a-4c70-8fa4-119c00aced90,1b7c5e36f389996274e77d600f37983e82efd9a231f65fce5e0f1e2c5a33c88d,True,True,68,dropout
dd9d2f2f-a1d1-46ed-b894-b6a451b803e7,8f3e762125fcb137be4ffd566498c69e469bac2767950ff1f5d351ec8ea07185,True,True,69,dropout
3a51446f-82de-430c-b51f-4ef0174ed90a,f624a7c56505151e5829a2f3ebee2bdb88364a3ddd3a908846eb66b47aae834e,True,True,70,dropout
0246c0f1-5e7f-4a18-a3fc-8aff70e2f558,b47aadb096b6157fee2c91a6b7b107476a352f24b89f1bbd1394ab5c40faef03,True,True,71,dropout
