target,steps,num_groups,max_under_coverage_gap,final_validity_score,final_validity_status,shift_alert_rate
ego_speed_mps,9348,95,0.0,0.8927538654319676,nominal,0.0001069747539580659
relative_gap_m,9348,58,0.04634146341463419,0.8780123200805281,nominal,0.0068463842533162175
