baseline_cost_usd,gridpulse_cost_usd,cost_savings_pct,baseline_carbon_kg,gridpulse_carbon_kg,carbon_reduction_pct,baseline_peak_mw,gridpulse_peak_mw,peak_shaving_pct,oracle_cost_usd,oracle_gap_pct,carbon_source
155149015.93,136326299.42988586,12.132024420062425,1798244455.2500932,1851830033.0468473,-2.97988283185345,52165.0,44719.09899838745,14.273748685157761,152464282.91659546,-10.58476331504984,average
