analysis_scope,baseline_role,scenario,fault_dimension,baseline_controller,candidate_controller,n_pairs,true_soc_violation_rate_baseline_mean,true_soc_violation_rate_dc3s_mean,true_soc_violation_rate_dc3s_ci_low,true_soc_violation_rate_dc3s_ci_high,true_soc_violation_rate_rel_reduction,true_soc_violation_rate_rel_reduction_ci_low,true_soc_violation_rate_rel_reduction_ci_high,true_soc_violation_rate_wilcoxon_stat,true_soc_violation_rate_wilcoxon_p,true_soc_violation_rate_passes_10pct,true_soc_violation_rate_passes_15pct,true_soc_violation_rate_target_relative_reduction,true_soc_violation_rate_passes_target,true_soc_violation_rate_passes_p01,true_soc_violation_severity_p95_baseline_mean,true_soc_violation_severity_p95_dc3s_mean,true_soc_violation_severity_p95_dc3s_ci_low,true_soc_violation_severity_p95_dc3s_ci_high,true_soc_violation_severity_p95_rel_reduction,true_soc_violation_severity_p95_rel_reduction_ci_low,true_soc_violation_severity_p95_rel_reduction_ci_high,true_soc_violation_severity_p95_wilcoxon_stat,true_soc_violation_severity_p95_wilcoxon_p,true_soc_violation_severity_p95_passes_10pct,true_soc_violation_severity_p95_passes_15pct,true_soc_violation_severity_p95_target_relative_reduction,true_soc_violation_severity_p95_passes_target,true_soc_violation_severity_p95_passes_p01,passes_all_thresholds
primary_aggregate_fault_sweep,primary,aggregate_fault_sweep,all,robust_fixed_interval,dc3s_wrapped,160,0.250612,0.229779,0.229551,0.230184,0.083129,0.080649,0.081219,0.000000,0.000000,False,False,0.100000,False,True,0.250377,0.229896,0.230803,0.229420,0.081801,0.079796,0.079016,0.000000,0.000000,False,False,0.100000,False,True,False
secondary_fault_dimension,secondary,aggregate_fault_sweep,delay_jitter,robust_fixed_interval,dc3s_wrapped,40,0.252022,0.232208,0.229643,0.229533,0.078620,0.078754,0.081329,0.000000,0.000000,False,False,0.100000,False,True,0.249819,0.231056,0.231591,0.230810,0.075106,0.077917,0.080529,0.000000,0.000000,False,False,0.100000,False,True,False
secondary_fault_dimension,secondary,aggregate_fault_sweep,dropout,robust_fixed_interval,dc3s_wrapped,40,0.251115,0.230051,0.231483,0.229428,0.083882,0.082520,0.078382,0.000000,0.000000,False,False,0.100000,False,True,0.250248,0.231840,0.231577,0.230210,0.073559,0.080422,0.078304,0.000000,0.000000,False,False,0.100000,False,True,False
secondary_fault_dimension,secondary,aggregate_fault_sweep,out_of_order,robust_fixed_interval,dc3s_wrapped,40,0.251037,0.225867,0.231323,0.230683,0.100264,0.082223,0.080782,0.000000,0.000000,False,False,0.100000,False,True,0.250613,0.228393,0.231130,0.228903,0.088663,0.079749,0.079664,0.000000,0.000000,False,False,0.100000,False,True,False
secondary_fault_dimension,secondary,aggregate_fault_sweep,spikes,robust_fixed_interval,dc3s_wrapped,40,0.247346,0.228416,0.231284,0.231477,0.076532,0.082601,0.081416,0.000000,0.000000,False,False,0.100000,False,True,0.248377,0.232325,0.230001,0.232782,0.064628,0.079363,0.081835,0.000000,0.000000,False,False,0.100000,False,True,False
secondary_scenario,secondary,drift_combo,aggregate,deterministic_lp,dc3s_wrapped,10,0.350000,0.300000,0.300000,0.300000,0.142857,0.142857,0.142857,0.000000,0.001953,True,False,0.100000,True,True,0.350000,0.300000,0.300000,0.300000,0.142857,0.142857,0.142857,0.000000,0.001953,True,False,0.100000,True,True,True
secondary_scenario,secondary,drift_combo,aggregate,robust_fixed_interval,dc3s_wrapped,10,0.250579,0.300000,0.300000,0.300000,-0.197227,0.000000,0.000000,0.000000,0.001953,False,False,0.100000,False,True,0.252148,0.300000,0.300000,0.300000,-0.189777,0.000000,0.000000,0.000000,0.001953,False,False,0.100000,False,True,False
secondary_scenario,secondary,dropout,aggregate,deterministic_lp,dc3s_wrapped,10,0.350000,0.300000,0.300000,0.300000,0.142857,0.142857,0.142857,0.000000,0.001953,True,False,0.100000,True,True,0.350000,0.300000,0.300000,0.300000,0.142857,0.142857,0.142857,0.000000,0.001953,True,False,0.100000,True,True,True
secondary_scenario,secondary,dropout,aggregate,robust_fixed_interval,dc3s_wrapped,10,0.246416,0.300000,0.300000,0.300000,-0.217453,0.000000,0.000000,0.000000,0.001953,False,False,0.100000,False,True,0.251755,0.300000,0.300000,0.300000,-0.191635,0.000000,0.000000,0.000000,0.001953,False,False,0.100000,False,True,False
