trace_id,lane,controller,controller_label,fault_family,seed,step_index,reliability_w,widening_factor,drift_score,dispatch_regime,candidate_charge_mw,candidate_discharge_mw,safe_charge_mw,safe_discharge_mw,true_value,observed_value,true_margin,observed_margin,interval_lower,interval_upper,true_constraint_violated,observed_constraint_satisfied,intervened,fallback_used,certificate_valid,certificate_predicted_valid,useful_work,certificate_schema_version,certificate_hash,prev_hash,issuer,domain,action,theorem_contracts
heuristic:dropout:55:dc3s_wrapped:52,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,52,1.0,1.0027332555770214,0.0546651115404285,hold,0.0,0.0,0.0,0.0,2105.607227860808,2105.641805880622,2105.607227860808,2105.641805880622,49748.05354840246,50266.68094421795,False,True,False,False,True,True,1.0,orius.certificate.v1,62d1f7c6e2dfe27170b5c575ac37af5ec1ff59d7cd115fda507aa5f11521d85c,ba837387a44d131f7f84aa4cea2a15e9507e1d14042644e9727b779fb6a6f8ea,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:53,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,53,1.0,1.0012669435517103,0.0253388710342058,hold,0.0,0.0,0.0,0.0,2105.607227860808,2105.5526302535304,2105.607227860808,2105.5526302535304,51118.95767372025,51629.43512726288,False,True,False,False,True,True,1.0,orius.certificate.v1,ee013b6843c709bf3b74d06e605faeb969d757a3ff37d637c639d6ceab3aeaa2,62d1f7c6e2dfe27170b5c575ac37af5ec1ff59d7cd115fda507aa5f11521d85c,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:54,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,54,1.0,1.0037548029390395,0.0750960587807954,hold,0.0,0.0,0.0,0.0,2105.607227860808,2105.481185935878,2105.607227860808,2105.481185935878,51762.91943074549,52287.23750731566,False,True,False,False,True,True,1.0,orius.certificate.v1,24ea44a2d799035919b1cca1a136eb33be5c1830435cb39276e59c61c6cd8b4d,ee013b6843c709bf3b74d06e605faeb969d757a3ff37d637c639d6ceab3aeaa2,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:55,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,55,1.0,1.0008221372433972,0.0164427448679459,hold,0.0,0.0,0.0,0.0,2105.607227860808,2105.309179637932,2105.607227860808,2105.309179637932,53724.51292181943,54232.52236702754,False,True,False,False,True,True,1.0,orius.certificate.v1,3ede5bf87aa569ce8d4164931ff060ed75e76610a19190db3050da43f426b000,24ea44a2d799035919b1cca1a136eb33be5c1830435cb39276e59c61c6cd8b4d,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:56,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,56,1.0,1.0006012343957595,0.012024687915189,hold,0.0,0.0,0.0,0.0,2105.607227860808,2105.9730686336434,2105.607227860808,2105.9730686336434,54168.902888483775,54675.68739434036,False,True,False,False,True,True,1.0,orius.certificate.v1,f0ab3722f6dd1362de6c40ed69a8ae3cfde1c6627f8fecbd18cec04828329b61,3ede5bf87aa569ce8d4164931ff060ed75e76610a19190db3050da43f426b000,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:57,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,57,1.0,1.001717875537355,0.0343575107470983,hold,0.0,0.0,0.0,0.0,2105.607227860808,2105.867050375425,2105.607227860808,2105.867050375425,53838.59884219123,54351.58032592911,False,True,False,False,True,True,1.0,orius.certificate.v1,552d9c2d2ed7046cf8b921ca26078dd17535b510caaee23b6ffcadf7b864dd0b,f0ab3722f6dd1362de6c40ed69a8ae3cfde1c6627f8fecbd18cec04828329b61,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:58,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,58,1.0,1.0031065602097262,0.062131204194524,hold,0.0,0.0,0.0,0.0,2105.607227860808,2105.644169866579,2105.607227860808,2105.644169866579,54764.02303183518,55284.72875803476,False,True,False,False,True,True,1.0,orius.certificate.v1,26791feef7397c8c9f2e38a7fabd15d1a02525d4d1e67d9282bdf9e72dd26657,552d9c2d2ed7046cf8b921ca26078dd17535b510caaee23b6ffcadf7b864dd0b,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:59,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,59,1.0,1.0013820659777557,0.0276413195551132,hold,0.0,0.0,0.0,0.0,2105.607227860808,2105.4951958828765,2105.607227860808,2105.4951958828765,53059.452260238206,53570.568795227286,False,True,False,False,True,True,1.0,orius.certificate.v1,71e869ba02a55b78340a2e12de0bdad0da609bc637b71253f36ee93a7ceb6b41,26791feef7397c8c9f2e38a7fabd15d1a02525d4d1e67d9282bdf9e72dd26657,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:60,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,60,1.0,1.003520929479599,0.0704185895919806,hold,0.0,0.0,0.0,0.0,2105.607227860808,2105.722678125456,2105.607227860808,2105.722678125456,52316.6547449855,52839.6690673987,False,True,False,False,True,True,1.0,orius.certificate.v1,ab08f70b3a9fa3da8b2dca71b52bc2d092efd901842449f4b3bdc18c765f206b,71e869ba02a55b78340a2e12de0bdad0da609bc637b71253f36ee93a7ceb6b41,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:61,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,61,1.0,1.0029088058305045,0.0581761166100884,hold,0.0,0.0,0.0,0.0,2105.607227860808,2105.863175415115,2105.607227860808,2105.863175415115,50467.11961541661,50986.72419219474,False,True,False,False,True,True,1.0,orius.certificate.v1,827289eb903555b75396252e98c893ac1c0e86c51a02a40ded48c969ebcb5578,ab08f70b3a9fa3da8b2dca71b52bc2d092efd901842449f4b3bdc18c765f206b,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:62,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,62,1.0,1.0014213120632962,0.028426241265924,hold,0.0,0.0,0.0,0.0,2105.607227860808,2104.8933173451173,2105.607227860808,2104.8933173451173,48995.70702529406,49507.04145837064,False,True,False,False,True,True,1.0,orius.certificate.v1,803876954005104198e7eed43962333cb81d0b945921f575f7045e4d6f136ec8,827289eb903555b75396252e98c893ac1c0e86c51a02a40ded48c969ebcb5578,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:63,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,63,1.0,1.001633217104151,0.032664342083024,hold,0.0,0.0,0.0,0.0,2105.607227860808,2105.814530502003,2105.607227860808,2105.814530502003,48295.10290917859,48807.61412760947,False,True,False,False,True,True,1.0,orius.certificate.v1,1063c69ba0b46ec52450a7c888556ad1b2bda05e2c1bd0b4e68d22d385014ed9,803876954005104198e7eed43962333cb81d0b945921f575f7045e4d6f136ec8,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:64,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,64,1.0,1.0061632550035264,0.1232651000705278,hold,0.0,0.0,0.0,0.0,2105.607227860808,2105.5859204659528,2105.607227860808,2105.5859204659528,47489.521274066305,48027.29757948139,False,True,False,False,True,True,1.0,orius.certificate.v1,06f0e419115a0cb37a554a3533fafdb5832cb16075fa09e6ae71d6f9615986ce,1063c69ba0b46ec52450a7c888556ad1b2bda05e2c1bd0b4e68d22d385014ed9,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:65,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,65,1.0,1.0026835468372173,0.0536709367443452,discharge,0.0,200.0,0.0,200.0,1895.0809120713343,1895.2227629017375,1895.0809120713343,1895.2227629017375,44555.7614911651,45074.11224518207,False,True,False,False,True,True,1.0,orius.certificate.v1,d42ace0768dfc1679549b8e1070fd14c7a9306a7004b9c19570167443efa8abd,06f0e419115a0cb37a554a3533fafdb5832cb16075fa09e6ae71d6f9615986ce,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 200.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:66,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,66,1.0,1.002457220678144,0.0491444135628825,discharge,0.0,200.0,0.0,200.0,1684.5545962818603,1684.7821476466324,1684.5545962818603,1684.7821476466324,43353.76129433676,43870.85280015685,False,True,False,False,True,True,1.0,orius.certificate.v1,9d2963b56e380945c6a93bc3ae34743412a92e09daa4c8b80f1eb639186895ba,d42ace0768dfc1679549b8e1070fd14c7a9306a7004b9c19570167443efa8abd,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 200.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:67,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,67,1.0,1.0001291388665463,0.0025827773309319,discharge,0.0,200.0,0.0,200.0,1474.0282804923868,1474.3891075507138,1474.0282804923868,1474.3891075507138,42288.57226396851,42792.74057656378,False,True,False,False,True,True,1.0,orius.certificate.v1,4f6eca086a7b9b786bd9ea43cd1cf1650d8f072ce3f6850bd73323ab3bbed6ba,9d2963b56e380945c6a93bc3ae34743412a92e09daa4c8b80f1eb639186895ba,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 200.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:68,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,68,1.0,1.0008978307857417,0.0179566157148297,discharge,0.0,200.0,0.0,200.0,1263.501964702913,1263.7030100495504,1263.501964702913,1263.7030100495504,42231.5052536153,42739.934543871765,False,True,False,False,True,True,1.0,orius.certificate.v1,65ae1b8c982e5f0e49315fd46a579d5a2d9a419afb9316de79dad4458fe9533c,4f6eca086a7b9b786bd9ea43cd1cf1650d8f072ce3f6850bd73323ab3bbed6ba,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 200.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:69,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,69,1.0,1.0016982271668742,0.0339645433374848,discharge,0.0,200.0,0.0,200.0,1052.9756489134393,1052.7134911396518,1052.9756489134393,1052.7134911396518,42610.73360480769,43123.60593826901,False,True,False,False,True,True,1.0,orius.certificate.v1,81f2f78675fb3c5f8da5439ccd7387b62217aec4f7ef39859b81352ef1be1179,65ae1b8c982e5f0e49315fd46a579d5a2d9a419afb9316de79dad4458fe9533c,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 200.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:70,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,70,1.0,1.0009092553042047,0.0181851060840941,discharge,0.0,0.3767909211825099,0.0,0.3767909211825099,1052.579026891142,1052.6315789473683,1052.579026891142,1052.6315789473683,41884.94151731232,42393.43418030365,False,True,False,False,True,True,1.0,orius.certificate.v1,b8ea8131bc8f0c0b2e0602ac55f7d05575a22f7413b1d959581bf4bf37d5d775,81f2f78675fb3c5f8da5439ccd7387b62217aec4f7ef39859b81352ef1be1179,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.3767909211825099}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:71,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,71,1.0,1.0,0.0,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.0880136085862,1052.579026891142,1052.0880136085862,42270.61411962066,42774.06717932345,False,True,False,False,True,True,1.0,orius.certificate.v1,805817dc230d524b53896efc59d0917b9bd8c7ba1961b206770e6fd06637d518,b8ea8131bc8f0c0b2e0602ac55f7d05575a22f7413b1d959581bf4bf37d5d775,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:72,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,72,1.0,1.0056710463643497,0.1134209272869885,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.9197393893985,1052.579026891142,1052.9197393893985,42283.59683863293,42761.08446031118,False,True,False,False,True,True,1.0,orius.certificate.v1,1f5e558ff045738dd37b9cac0618c2c202f284bccbef39bc2ae040cae3e2c515,805817dc230d524b53896efc59d0917b9bd8c7ba1961b206770e6fd06637d518,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:73,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,73,1.0,1.3025004683673824,0.0500093673476481,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.0298174759905,1052.579026891142,1052.0298174759905,44597.729996147966,45269.87460967247,False,True,False,False,True,True,1.0,orius.certificate.v1,e2bd92e52e61b37c1c510faafb99ff7ba91c0f9c9186b54589e0a9e01f8ba121,1f5e558ff045738dd37b9cac0618c2c202f284bccbef39bc2ae040cae3e2c515,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:74,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,74,1.0,1.003974547955468,0.0794909591093597,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.509297155166,1052.579026891142,1052.509297155166,45794.586029776015,46320.12960173726,False,True,False,False,True,True,1.0,orius.certificate.v1,c4af41f9debcc94b439e3bde1624dc781829257aa0ccb7504b37d4a8177f8248,e2bd92e52e61b37c1c510faafb99ff7ba91c0f9c9186b54589e0a9e01f8ba121,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:75,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,75,1.0,1.0025918022396578,0.0518360447931551,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.509297155166,1052.579026891142,1052.509297155166,47629.00947051591,48146.84970781482,False,True,False,False,True,True,1.0,orius.certificate.v1,d38a1b302d83e5175d1837d44988569b702610fa5f9025e35da4200254970a97,c4af41f9debcc94b439e3bde1624dc781829257aa0ccb7504b37d4a8177f8248,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:76,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,76,1.0,1.0041262435568232,0.0825248711364642,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.2840074513,1052.579026891142,1052.2840074513,48865.89509756927,49392.2849439969,False,True,False,False,True,True,1.0,orius.certificate.v1,374d75a81d6b5ea1a121211c448a837b7ee57a2324597a78c88339cd14c6ae1c,d38a1b302d83e5175d1837d44988569b702610fa5f9025e35da4200254970a97,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:77,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,77,0.998138214086291,1.0022373431196223,0.026129003255359,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.3298816749088,1052.579026891142,1052.3298816749088,50900.36136762843,51412.190496954616,False,True,False,False,True,True,1.0,orius.certificate.v1,f57b4d4493e919c2c7b6f5dcb771e36e815e92fff041c0b55d1c207c9999b7ad,374d75a81d6b5ea1a121211c448a837b7ee57a2324597a78c88339cd14c6ae1c,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:78,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,78,1.0,1.0045588776444765,0.0911775528895281,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.6794788711395,1052.579026891142,1052.6794788711395,51560.20484043505,52089.00952451488,False,True,False,False,True,True,1.0,orius.certificate.v1,5be1ce3c967b6dfe5401500004bc69e7969664b86677e5f576dfec0bcc5a9bd1,f57b4d4493e919c2c7b6f5dcb771e36e815e92fff041c0b55d1c207c9999b7ad,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:79,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,79,0.9459805418878068,1.028244493354968,0.0246952859774315,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.4802956764968,1052.579026891142,1052.4802956764968,53915.40763368592,54459.047593623145,False,True,False,False,True,True,1.0,orius.certificate.v1,294eac093b7ba966dbd2e62e6f8ddef1d5153b979a1fb92c7e489dc1a2b75f31,5be1ce3c967b6dfe5401500004bc69e7969664b86677e5f576dfec0bcc5a9bd1,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:80,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,80,1.0,1.00256184138143,0.0512368276285964,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.788968422103,1052.579026891142,1052.788968422103,54597.47538618322,55115.14892336922,False,True,False,False,True,True,1.0,orius.certificate.v1,a6d26c3d330c059ac8bc43bc5a432bdeca84e8cedd823a0283a90c45e0a87606,294eac093b7ba966dbd2e62e6f8ddef1d5153b979a1fb92c7e489dc1a2b75f31,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:81,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,81,1.0,1.0003512800394485,0.0070256007889638,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.8487068016848,1052.579026891142,1052.8487068016848,53198.28091763409,53703.6799817036,False,True,False,False,True,True,1.0,orius.certificate.v1,dd4d91beb1948a75f7fffeda0c927a24af994569b8d6a0b8efbccb8b7cecff88,a6d26c3d330c059ac8bc43bc5a432bdeca84e8cedd823a0283a90c45e0a87606,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:82,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,82,1.0,1.0001497941848432,0.0029958836968618,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.617632426267,1052.579026891142,1052.617632426267,53011.07645925149,53515.35918966812,False,True,False,False,True,True,1.0,orius.certificate.v1,be641f5661d3351d085fd584505f911f9eefde9131424d18666080f62b2c10aa,dd4d91beb1948a75f7fffeda0c927a24af994569b8d6a0b8efbccb8b7cecff88,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:83,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,83,1.0,1.00127987630279,0.0255975260558002,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.882332759899,1052.579026891142,1052.882332759899,52928.15800113294,53438.707241863965,False,True,False,False,True,True,1.0,orius.certificate.v1,61c7a9f24a3938ad27120bef501914af20132c92230aea51e6b4d175e811f082,be641f5661d3351d085fd584505f911f9eefde9131424d18666080f62b2c10aa,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:84,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,84,1.0,1.001460034060531,0.0292006812106233,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.4796068318233,1052.579026891142,1052.4796068318233,52246.97575207838,52758.52518865282,False,True,False,False,True,True,1.0,orius.certificate.v1,2168f69493dc9e868edcb578195d8178db77af9fca1aff811d4f99563fc48ead,61c7a9f24a3938ad27120bef501914af20132c92230aea51e6b4d175e811f082,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:85,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,85,1.0,1.004331226095995,0.0866245219198932,hold,0.0,0.0,0.0,0.0,1052.579026891142,1052.6317261688705,1052.579026891142,1052.6317261688705,51472.42554857713,51999.95931298802,False,True,False,False,True,True,1.0,orius.certificate.v1,a289c016ed74ba937a13a0896cfe6c29e2a2dc008e331c84491f381e8c7c7bbf,2168f69493dc9e868edcb578195d8178db77af9fca1aff811d4f99563fc48ead,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:86,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,86,1.0,1.002057089574326,0.0411417914865175,discharge,0.0,0.1433238802320033,0.0,0.1433238802320033,1052.4281596487924,1052.6315789473683,1052.4281596487924,1052.6315789473683,49237.947716969655,49752.814209323355,False,True,False,False,True,True,1.0,orius.certificate.v1,996719a6eabcb0d8a5b3e84e42a0dd13085c0ff1e9b330682e28ce750ce20ec5,a289c016ed74ba937a13a0896cfe6c29e2a2dc008e331c84491f381e8c7c7bbf,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.1433238802320033}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:87,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,87,1.0,1.0060223011974965,0.1204460239499292,hold,0.0,0.0,0.0,0.0,1052.4281596487924,1052.1509263033804,1052.4281596487924,1052.1509263033804,48208.72311246647,48745.71017069502,False,True,False,False,True,True,1.0,orius.certificate.v1,110145bff731f8a9c8dcc9c752a7f602fc61e56ce10adf0eb6e1de5ea2dd4de3,996719a6eabcb0d8a5b3e84e42a0dd13085c0ff1e9b330682e28ce750ce20ec5,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:88,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,88,1.0,1.0021378643724164,0.0427572874483275,hold,0.0,0.0,0.0,0.0,1052.4281596487924,1052.602795362872,1052.4281596487924,1052.602795362872,45300.11487936249,45815.43040716126,False,True,False,False,True,True,1.0,orius.certificate.v1,8339df2eaeaf4e07b912672c2982d140756e54030155ec5e251b3bce0a21e9d2,110145bff731f8a9c8dcc9c752a7f602fc61e56ce10adf0eb6e1de5ea2dd4de3,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 0.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:89,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,89,1.0,1.0,0.0,discharge,0.0,200.0,0.0,200.0,841.9018438593187,842.4268151047461,841.9018438593187,842.4268151047461,44332.082723203726,44835.53578290652,False,True,False,False,True,True,1.0,orius.certificate.v1,6a9e20070de1f03750491991806c92a2839ad7d73f2e105ae894c31ba6fa2022,8339df2eaeaf4e07b912672c2982d140756e54030155ec5e251b3bce0a21e9d2,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 200.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:90,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,90,1.0,1.006247946195959,0.12495892391918,discharge,0.0,200.0,0.0,200.0,631.3755280698449,631.8715287329956,631.3755280698449,631.8715287329956,44314.68394518133,44852.93456092891,False,True,False,False,True,True,1.0,orius.certificate.v1,c66b3820c6335b5abad182f808fa983d5bba859e576cc98e0041ed56a23d0a79,6a9e20070de1f03750491991806c92a2839ad7d73f2e105ae894c31ba6fa2022,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 200.0}","{""T11"": ""battery_witness_runtime_certificate""}"
heuristic:dropout:55:dc3s_wrapped:91,heuristic,dc3s_wrapped,heuristic:dc3s_wrapped,dropout,55,91,1.0,1.0014885176615929,0.029770353231859,discharge,0.0,200.0,0.0,200.0,420.8492122803712,631.8715287329956,420.8492122803712,631.8715287329956,41542.38303825599,42054.0906393745,False,True,False,False,True,True,1.0,orius.certificate.v1,532ef8eccce2d7ac62a63695fb0bbaebad445c42f6ca2c85ab881d675cb5fee6,c66b3820c6335b5abad182f808fa983d5bba859e576cc98e0041ed56a23d0a79,orius.battery.runtime_trace,battery,"{""charge_mw"": 0.0, ""discharge_mw"": 200.0}","{""T11"": ""battery_witness_runtime_certificate""}"
