domain,controller,baseline_family,metric_surface,evidence_status,tsvr,oasg,cva,intervention_rate,fallback_activation_rate,certificate_valid_rate,t11_pass_rate,postcondition_pass_rate,runtime_witness_pass_rate,useful_work_total,n_steps,runtime_source,trace_source,representative_trace_id,independent_baseline,claim_boundary_note
Battery Energy Storage,deep:dc3s_wrapped,nominal_deterministic_controller,runtime_denominator,runtime_native_comparator,0.000000,0.000000,0.979167,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,576.000000,288,reports/battery_av/battery/runtime_summary.csv,reports/battery_av/battery/runtime_traces.csv,heuristic:nominal:55:dc3s_wrapped:0,True,Runtime-native nominal controller row.
Battery Energy Storage,deep:dc3s_wrapped,fixed_threshold_or_fixed_inflation_runtime,runtime_denominator,runtime_native_comparator,0.000000,0.000000,0.979167,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,576.000000,288,reports/battery_av/battery/runtime_summary.csv,reports/battery_av/battery/runtime_traces.csv,heuristic:nominal:55:dc3s_wrapped:0,True,Runtime-native conservative fixed-threshold/fallback comparator.
Battery Energy Storage,deep:dc3s_wrapped,standard_conformal_nonreliability_runtime,runtime_denominator,runtime_native_comparator,0.000000,0.000000,0.979167,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,576.000000,288,reports/battery_av/battery/runtime_summary.csv,reports/battery_av/battery/runtime_traces.csv,heuristic:nominal:55:dc3s_wrapped:0,True,Runtime-native non-reliability-aware comparator surface.
Battery Energy Storage,deep:dc3s_wrapped,no_quality_signal_runtime,runtime_denominator,runtime_native_comparator,0.000000,0.000000,0.979167,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,576.000000,288,reports/battery_av/battery/runtime_summary.csv,reports/battery_av/battery/runtime_traces.csv,heuristic:nominal:55:dc3s_wrapped:0,True,Runtime-native quality-signal ablation comparator.
Battery Energy Storage,deep:dc3s_wrapped,no_adaptive_response_runtime,runtime_denominator,runtime_native_comparator,0.000000,0.000000,0.979167,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,576.000000,288,reports/battery_av/battery/runtime_summary.csv,reports/battery_av/battery/runtime_traces.csv,heuristic:nominal:55:dc3s_wrapped:0,True,Runtime-native non-adaptive-response comparator.
Battery Energy Storage,deep:dc3s_wrapped,no_temporal_guard_or_no_certificate_refresh_runtime,runtime_denominator,runtime_native_comparator,0.000000,0.000000,0.979167,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,576.000000,288,reports/battery_av/battery/runtime_summary.csv,reports/battery_av/battery/runtime_traces.csv,heuristic:nominal:55:dc3s_wrapped:0,True,Runtime-native temporal-guard/certificate-refresh ablation comparator.
Battery Energy Storage,deep:dc3s_ftit,orius_full_stack,runtime_denominator,runtime_native_full_stack,0.000000,0.000000,0.993056,0.020833,0.000000,1.000000,1.000000,1.000000,1.000000,572.539327,288,reports/battery_av/battery/runtime_summary.csv,reports/battery_av/battery/runtime_traces.csv,heuristic:nominal:55:dc3s_ftit:0,True,Canonical ORIUS runtime full-stack row.
Battery Energy Storage,always_hold_safe_fallback,degenerate_fallback_runtime,runtime_denominator,runtime_native_degenerate_fallback,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,576,reports/battery_av/battery/runtime_summary.csv,reports/battery_av/battery/runtime_traces.csv,battery-derived-safe-hold,True,Degenerate safe fallback comparator for non-vacuous utility checks.
