scenario,seed,controller,policy,expected_cost_usd,carbon_kg,cost_delta_pct,mean_reliability_w,mean_delta_mw,mean_interval_width_cert,solver_status_ok_rate,guarantee_checks_passed_rate,adaptive_width_mean,adaptive_width_p95,lambda_mw_used_mean,cvar_eta,cvar_cost,cqr_picp_group_low,cqr_width_group_low,cqr_picp_group_mid,cqr_width_group_mid,cqr_picp_group_high,cqr_width_group_high,mae,rmse,picp_90,picp_95,mean_interval_width,violation_rate,violation_severity,recovery_time,intervention_rate,true_soc_violation_rate,true_soc_violation_steps,true_soc_violation_severity_mean_mwh,true_soc_violation_severity_p95_mwh,true_soc_violation_severity_mean,true_soc_violation_severity_p95,true_soc_min_mwh,true_soc_max_mwh,recovery_time_mean,unsafe_command_rate,bms_trip_rate,grid_import_violation_rate,certificate_presence_rate,certificate_missing_fields,region
nominal,22,robust_fixed_interval,robust_fixed_interval,192272063.844697,1350564279.100740,-0.003279,1.000000,0.000000,12005.917483,0.702381,1.000000,12005.917483,13842.076902,0.000000,,,1.000000,948.870247,1.000000,948.870247,1.000000,948.870247,0.000000,0.000000,1.000000,1.000000,12005.917483,0.190476,0.284666,0.000000,0.000000,0.190476,16.000000,0.017792,0.068803,0.017792,0.068803,-0.068803,10000.000000,8.500000,0.190476,0.000000,0.000000,0.000000,336.000000,DE
nominal,33,cvar_interval,cvar_interval,193126112.855877,1352808476.339285,-0.005057,1.000000,0.000000,951.890877,0.678571,1.000000,951.890877,948.870247,0.000000,122877254.740605,122905371.906494,1.000000,948.870247,1.000000,948.870247,1.000000,948.870247,0.000000,0.000000,1.000000,1.000000,951.890877,0.488095,7.956540,0.000000,0.000000,0.488095,41.000000,0.194062,0.417771,0.194062,0.417771,-0.417771,10000.000000,21.000000,0.488095,0.000000,0.000000,0.000000,336.000000,DE
nominal,33,dc3s_wrapped,dc3s_wrapped,193199091.256945,1352816727.808704,0.032729,0.999775,0.000000,952.061358,0.976190,0.952381,952.061358,948.870247,0.000000,,,1.000000,948.870247,1.000000,948.870247,1.000000,948.870247,0.000000,0.000000,1.000000,1.000000,952.061358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005030,10000.000000,0.000000,0.047619,0.047619,0.000000,1.000000,0.000000,DE
nominal,33,deterministic_lp,deterministic_lp,193135879.006799,1352830533.957613,0.000000,1.000000,0.000000,951.890877,1.000000,1.000000,951.890877,948.870247,0.000000,,,1.000000,948.870247,1.000000,948.870247,1.000000,948.870247,0.000000,0.000000,1.000000,1.000000,951.890877,0.130952,334.167062,0.000000,0.000000,0.130952,11.000000,30.378824,165.400475,30.378824,165.400475,-311.940550,10000.000000,2.181818,0.130952,0.000000,0.000000,0.000000,336.000000,DE
nominal,33,robust_fixed_interval,robust_fixed_interval,193126112.855877,1352808476.339285,-0.005057,1.000000,0.000000,12004.354983,0.678571,1.000000,12004.354983,13675.985218,0.000000,,,1.000000,948.870247,1.000000,948.870247,1.000000,948.870247,0.000000,0.000000,1.000000,1.000000,12004.354983,0.488095,7.956540,0.000000,0.000000,0.488095,41.000000,0.194062,0.417771,0.194062,0.417771,-0.417771,10000.000000,21.000000,0.488095,0.000000,0.000000,0.000000,336.000000,DE
spikes,11,cvar_interval,cvar_interval,192712776.968431,1347321730.142499,-0.004709,1.000000,0.000000,951.890877,0.869048,1.000000,951.890877,948.870247,0.000000,108646532.410523,108671719.416107,0.928571,956.470870,0.964286,953.937329,0.964286,979.272738,480.463084,2734.830822,0.952381,0.952381,951.890877,0.190476,2.190499,0.000000,0.000000,0.190476,16.000000,0.136906,0.272948,0.136906,0.272948,-0.272948,10000.000000,8.500000,0.190476,0.000000,0.000000,0.000000,336.000000,DE
spikes,11,dc3s_wrapped,dc3s_wrapped,192774908.747769,1347328542.370707,0.027530,0.988638,0.000000,967.293115,1.000000,0.940476,967.293115,1059.174439,0.000000,,,0.928571,956.470870,0.964286,953.937329,0.964286,979.272738,480.463084,2734.830822,0.952381,0.952381,967.293115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.088166,10000.000000,0.000000,0.059524,0.059524,0.000000,1.000000,0.000000,DE
spikes,11,deterministic_lp,deterministic_lp,192721851.947759,1347343336.738146,0.000000,1.000000,0.000000,951.890877,1.000000,1.000000,951.890877,948.870247,0.000000,,,0.928571,956.470870,0.964286,953.937329,0.964286,979.272738,480.463084,2734.830822,0.952381,0.952381,951.890877,0.107143,317.832565,0.000000,0.000000,0.107143,9.000000,35.314729,186.004768,35.314729,186.004768,-297.811534,10000.000000,3.000000,0.107143,0.000000,0.000000,0.000000,336.000000,DE
spikes,11,robust_fixed_interval,robust_fixed_interval,192712776.968431,1347321730.142499,-0.004709,1.000000,0.000000,12112.276058,0.869048,1.000000,12112.276058,13755.305956,0.000000,,,0.928571,956.470870,0.964286,953.937329,0.964286,979.272738,480.463084,2734.830822,0.976190,0.976190,12112.276058,0.190476,2.190499,0.000000,0.000000,0.190476,16.000000,0.136906,0.272948,0.136906,0.272948,-0.272948,10000.000000,8.500000,0.190476,0.000000,0.000000,0.000000,336.000000,DE
spikes,22,cvar_interval,cvar_interval,192272063.844697,1350564279.100740,-0.003279,1.000000,0.000000,951.890877,0.702381,1.000000,951.890877,948.870247,0.000000,119463474.886568,119495966.510590,1.000000,955.858391,0.892857,961.448906,0.964286,969.834679,1170.728346,5764.966569,0.952381,0.952381,951.890877,0.190476,0.284666,0.000000,0.000000,0.190476,16.000000,0.017792,0.068803,0.017792,0.068803,-0.068803,10000.000000,8.500000,0.190476,0.000000,0.000000,0.000000,336.000000,DE
