release_contract_schema_version,domain,trace_id,command_id,runtime_flow,reliability_score,uncertainty_summary,proposed_action,safe_action,repair_status,fallback_status,release_decision,certificate_hash,prev_hash,certificate_signature_status,append_only_audit_status,t11_status,postcondition_status,source_artifact,strict_runtime_gate,evidence_scope_note
orius.release_contract.v1,battery,heuristic:nominal:55:dc3s_wrapped:0,heuristic:nominal:55:dc3s_wrapped:0,observe>reliability>uncertainty>repair_or_fallback>sign_certificate>append_only_audit,0.993056,"{""calibration_bucket_count"":3.0,""grouped_coverage_high"":0.90625,""grouped_coverage_low"":0.9375,""grouped_coverage_mid"":1.0,""grouped_width_high"":934.616134,""grouped_width_low"":4937.813244,""grouped_width_mid"":4277.754612}","{""compact_publication_witness"":""proposed_action_not_exposed_in_compact_sources""}","{""charge_mw"":0.0}",intervention_rate=0.020833,fallback_rate=0.020833,released,bca5564219e3b2e2affd238f6140a2ea95e735f5958d6dff064f16a9e36d9008,GENESIS,unsigned_allowed,append_only_supported,runtime_linked,passed,reports/battery_av/battery/runtime_summary.csv,True,Compact promoted-domain release witness; raw runtime traces and append-only event tables remain local/regenerated artifacts.
orius.release_contract.v1,av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-10-orius,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-10-orius,observe>reliability>uncertainty>repair_or_fallback>sign_certificate>append_only_audit,0.999924,"{""calibration_bucket_count"":3.0,""grouped_coverage_high"":0.979538,""grouped_coverage_low"":0.998456,""grouped_coverage_mid"":0.988291,""grouped_width_high"":0.524701,""grouped_width_low"":1.221171,""grouped_width_mid"":0.813289}","{""compact_publication_witness"":""proposed_action_not_exposed_in_compact_sources""}","{""acceleration_mps2"":0.0}",intervention_rate=0.500301,fallback_rate=0.173716,released,869efefb7001d98a226251de8f7ed861b4bb49f9a04aabc2312455328b9a191b,GENESIS,unsigned_allowed,append_only_supported,runtime_linked,passed,reports/orius_av/nuplan_allzip_grouped_runtime_dropout_aligned_m15_fulltest/runtime_summary.csv,True,Compact promoted-domain release witness; raw runtime traces and append-only event tables remain local/regenerated artifacts.
orius.release_contract.v1,healthcare,healthcare-orius-p001453-0,healthcare-orius-p001453-0,observe>reliability>uncertainty>repair_or_fallback>sign_certificate>append_only_audit,1.000000,"{""calibration_bucket_count"":3.0,""grouped_coverage_high"":0.946482,""grouped_coverage_low"":0.692014,""grouped_coverage_mid"":0.863045,""grouped_width_high"":2.215662,""grouped_width_low"":0.29167,""grouped_width_mid"":1.406084}","{""compact_publication_witness"":""proposed_action_not_exposed_in_compact_sources""}","{""alert_level"":""max_alert""}",intervention_rate=0.910099,fallback_rate=0.479907,released,8f74dbbc70b4a9b05c4eade4713c596f2fdbf99afe8430271bf058cc7d61aef5,GENESIS,unsigned_allowed,append_only_supported,runtime_linked,passed,reports/healthcare/runtime_summary.csv,True,Compact promoted-domain release witness; raw runtime traces and append-only event tables remain local/regenerated artifacts.
