region,target,rmse,mae,mape,smape,r2
DE,load_mw,309.975235,188.930529,0.003932,0.003925,0.998808
DE,wind_mw,245.670949,135.173724,0.026584,0.023468,0.998827
DE,solar_mw,254.286829,140.055164,590419852.462697,0.756872,0.999206
DE,price_eur_mwh,4.901663,2.260399,1.244771,0.101294,0.899544
US,load_mw,165.197200,125.708953,0.001702,0.001703,0.999547
US,wind_mw,310.148249,182.010358,526891404.098640,0.021228,0.997651
US,solar_mw,203.766783,74.636618,10333701.662738,0.462033,0.996395
