scenario,controller,alpha0,ph_lambda,kappa_drift_penalty,picp_90_mean,picp_90_ci_low,picp_90_ci_high,mean_interval_width_mean,mean_interval_width_ci_low,mean_interval_width_ci_high,expected_cost_usd_mean,expected_cost_usd_ci_low,expected_cost_usd_ci_high,intervention_rate_mean,intervention_rate_ci_low,intervention_rate_ci_high
dropout,deterministic_lp,0.050000,3.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.050000,3.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.050000,3.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.050000,5.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.050000,5.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.050000,5.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.050000,7.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.050000,7.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.050000,7.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.100000,3.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.100000,3.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.100000,3.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.100000,5.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.100000,5.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.100000,5.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.100000,7.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.100000,7.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.100000,7.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.150000,3.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.150000,3.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.150000,3.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.150000,5.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.150000,5.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.150000,5.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.150000,7.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.150000,7.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,deterministic_lp,0.150000,7.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389121320.028029,388440698.914723,389845660.822398,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.050000,3.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.050000,3.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.050000,3.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.050000,5.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.050000,5.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.050000,5.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.050000,7.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.050000,7.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.050000,7.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.100000,3.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.100000,3.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.100000,3.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.100000,5.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.100000,5.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.100000,5.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.100000,7.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.100000,7.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.100000,7.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.150000,3.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.150000,3.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.150000,3.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.150000,5.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.150000,5.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.150000,5.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.150000,7.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.150000,7.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,robust_fixed_interval,0.150000,7.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.050000,3.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.050000,3.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.050000,3.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.050000,5.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.050000,5.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.050000,5.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.050000,7.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.050000,7.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.050000,7.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.100000,3.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.100000,3.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.100000,3.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.100000,5.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.100000,5.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.100000,5.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.100000,7.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.100000,7.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.100000,7.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.150000,3.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.150000,3.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.150000,3.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.150000,5.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.150000,5.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.150000,5.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.150000,7.000000,0.300000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.150000,7.000000,0.500000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,cvar_interval,0.150000,7.000000,0.700000,0.926587,0.922619,0.928571,503.130805,503.130805,503.130805,389055451.409051,388389670.782738,389747008.024613,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.050000,3.000000,0.300000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.050000,3.000000,0.500000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.050000,3.000000,0.700000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.050000,5.000000,0.300000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.050000,5.000000,0.500000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.050000,5.000000,0.700000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.050000,7.000000,0.300000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.050000,7.000000,0.500000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.050000,7.000000,0.700000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.100000,3.000000,0.300000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.100000,3.000000,0.500000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.100000,3.000000,0.700000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.100000,5.000000,0.300000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.100000,5.000000,0.500000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.100000,5.000000,0.700000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.100000,7.000000,0.300000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.100000,7.000000,0.500000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.100000,7.000000,0.700000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.150000,3.000000,0.300000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.150000,3.000000,0.500000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.150000,3.000000,0.700000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.150000,5.000000,0.300000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.150000,5.000000,0.500000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.150000,5.000000,0.700000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.150000,7.000000,0.300000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.150000,7.000000,0.500000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_wrapped,0.150000,7.000000,0.700000,0.926587,0.922619,0.928571,524.980256,524.592000,525.292030,389074721.436737,388447437.465355,389747016.341684,0.000000,0.000000,0.000000
dropout,dc3s_ftit,0.050000,3.000000,0.300000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.050000,3.000000,0.500000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.050000,3.000000,0.700000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.050000,5.000000,0.300000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.050000,5.000000,0.500000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.050000,5.000000,0.700000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.050000,7.000000,0.300000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.050000,7.000000,0.500000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.050000,7.000000,0.700000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.100000,3.000000,0.300000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.100000,3.000000,0.500000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.100000,3.000000,0.700000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.100000,5.000000,0.300000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.100000,5.000000,0.500000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.100000,5.000000,0.700000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.100000,7.000000,0.300000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.100000,7.000000,0.500000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.100000,7.000000,0.700000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.150000,3.000000,0.300000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.150000,3.000000,0.500000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.150000,3.000000,0.700000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.150000,5.000000,0.300000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.150000,5.000000,0.500000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.150000,5.000000,0.700000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.150000,7.000000,0.300000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.150000,7.000000,0.500000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,dc3s_ftit,0.150000,7.000000,0.700000,0.940476,0.928571,0.946429,1126.044714,913.846938,1255.838424,389154061.362223,388489840.945001,389853433.039962,0.029762,0.023810,0.035714
dropout,aci_conformal,0.050000,3.000000,0.300000,0.922619,0.922619,0.922619,99.933000,99.923000,99.948714,389220931.205984,388542330.648112,389953212.209250,0.017857,0.017857,0.017857
dropout,aci_conformal,0.050000,3.000000,0.500000,0.922619,0.922619,0.922619,99.933000,99.923000,99.948714,389220931.205984,388542330.648112,389953212.209250,0.017857,0.017857,0.017857
dropout,aci_conformal,0.050000,3.000000,0.700000,0.922619,0.922619,0.922619,99.933000,99.923000,99.948714,389220931.205984,388542330.648112,389953212.209250,0.017857,0.017857,0.017857
dropout,aci_conformal,0.050000,5.000000,0.300000,0.922619,0.922619,0.922619,99.933000,99.923000,99.948714,389220931.205984,388542330.648112,389953212.209250,0.017857,0.017857,0.017857
dropout,aci_conformal,0.050000,5.000000,0.500000,0.922619,0.922619,0.922619,99.933000,99.923000,99.948714,389220931.205984,388542330.648112,389953212.209250,0.017857,0.017857,0.017857
dropout,aci_conformal,0.050000,5.000000,0.700000,0.922619,0.922619,0.922619,99.933000,99.923000,99.948714,389220931.205984,388542330.648112,389953212.209250,0.017857,0.017857,0.017857
dropout,aci_conformal,0.050000,7.000000,0.300000,0.922619,0.922619,0.922619,99.933000,99.923000,99.948714,389220931.205984,388542330.648112,389953212.209250,0.017857,0.017857,0.017857
dropout,aci_conformal,0.050000,7.000000,0.500000,0.922619,0.922619,0.922619,99.933000,99.923000,99.948714,389220931.205984,388542330.648112,389953212.209250,0.017857,0.017857,0.017857
dropout,aci_conformal,0.050000,7.000000,0.700000,0.922619,0.922619,0.922619,99.933000,99.923000,99.948714,389220931.205984,388542330.648112,389953212.209250,0.017857,0.017857,0.017857
dropout,aci_conformal,0.100000,3.000000,0.300000,0.922619,0.922619,0.922619,99.933000,99.923000,99.948714,389220931.205984,388542330.648112,389953212.209250,0.017857,0.017857,0.017857
dropout,aci_conformal,0.100000,3.000000,0.500000,0.922619,0.922619,0.922619,99.933000,99.923000,99.948714,389220931.205984,388542330.648112,389953212.209250,0.017857,0.017857,0.017857
dropout,aci_conformal,0.100000,3.000000,0.700000,0.922619,0.922619,0.922619,99.933000,99.923000,99.948714,389220931.205984,388542330.648112,389953212.209250,0.017857,0.017857,0.017857
