controller,tsvr,oasg,cva,gdq,intervention_rate,fallback_activation_rate,useful_work_total,useful_work_mean,audit_completeness,recovery_latency,n_steps
baseline,0.2892501097247476,0.0230128064455451,1.0,0.1077363828914273,0.0,0.0,232086.71439500828,0.1515812867022803,0.0,0.0,1531104
rss_cbf_filter,0.0779522488348276,0.0156364296612117,1.0,0.126312283972018,0.3869808974439359,0.0,209747.53530313447,0.1369910439154587,0.0,0.0,1531104
robust_fixed_deceleration,0.2523192415407445,0.0140532583025059,1.0,0.0793090229038778,0.8968966183877777,0.0,162409.37168752385,0.1060733769146471,0.0,0.0,1531104
predictor_only_no_runtime,0.2893088908395511,0.0230291345329905,1.0,0.1077258284547849,0.0,0.0,232083.1718934556,0.1515789730112752,0.0,0.0,1531104
nonreliability_conformal_runtime,0.2773678339289819,0.0199875384036616,1.0,0.1082999325754505,0.2511161880577675,0.0,229464.54330640257,0.1498686851490183,0.0,0.0,1531104
stale_certificate_no_temporal_guard,0.2636104405709867,0.0170915888143457,1.0,0.1072918909886788,0.3406790133132694,0.0,223081.7117881286,0.1456999079018333,0.0,0.0,1531104
always_brake,0.0,0.0,1.0,0.0452132028088242,1.0,1.0,69226.11567340209,0.0452132028088242,0.0,0.0,1531104
orius,0.0001626277509561,0.0001574027629736,1.0,0.0758750599199886,0.5003010899324931,0.1737158285785942,116191.5037066624,0.0758874013173908,1.0,-6.057142857142857,1531104
