run_id,timestamp_utc,row_type,window_idx,window_start,window_end,horizon,evpi,evpi_robust,evpi_deterministic,vss,robust_actual_realized_cost,robust_perfect_info_cost,deterministic_actual_realized_cost,deterministic_perfect_info_cost,robust_total_cost,robust_feasible,solver_status,mean_dynamic_interval_width,mean_base_interval_width,faci_scale_bound_lower,faci_scale_bound_upper,unmet_load_penalty_per_mwh
20260216_202050,2026-02-16T20:20:51.684460,window,4.0,120.0,144.0,24.0,0.0,0.0,316.1640048325062,-11867.835995167494,23512347.43,23512347.43,23500479.594004832,23500163.43,28681589.24329713,True,ok:optimal,4047.78512639259,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,5.0,144.0,168.0,24.0,0.0,0.0,0.0,-13375.799999998882,14179736.3,14179736.3,14166360.5,14166360.5,19826350.343956847,True,ok:optimal,4332.031587254939,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,6.0,168.0,192.0,24.0,0.0,0.0,0.0,-24007.018777366728,18819975.089999996,18819975.089999996,18795968.07122263,18795968.07122263,16158541.083603192,True,ok:optimal,2898.5908868096217,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,7.0,192.0,216.0,24.0,0.0,0.0,1860.4081190899017,-12648.641880914569,28429030.770000003,28429030.770000003,28416382.12811909,28414521.72,24455041.330769125,True,ok:optimal,4030.154841699786,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,8.0,216.0,240.0,24.0,0.0,0.0,0.0,-18635.39999999851,31596207.55,31596207.55,31577572.15,31577572.15,31738216.36550486,True,ok:optimal,1299.76995527332,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,9.0,240.0,264.0,24.0,0.0,0.0,0.0,-19251.0,30088256.32,30088256.32,30069005.32,30069005.32,33158018.655185606,True,ok:optimal,664.9255368451655,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,10.0,264.0,288.0,24.0,0.0,0.0,0.0,-16864.20000000298,28356193.1,28356193.1,28339328.9,28339328.9,29980755.45906189,True,ok:optimal,915.3337706935872,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,11.0,288.0,312.0,24.0,0.0,0.0,0.0,-17258.39999999851,26770390.39,26770390.39,26753131.99,26753131.99,29142275.336336203,True,ok:optimal,4176.656590599421,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,12.0,312.0,336.0,24.0,0.0,0.0,-1116.005416503176,-11804.9954165034,13625233.3,13625233.3,13613428.304583495,13614544.31,18318646.300693,True,ok:optimal,4051.803379647318,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,13.0,336.0,360.0,24.0,0.0,0.0,0.0,-27898.62253770791,16359744.404782606,16359744.404782606,16331845.782244898,16331845.782244898,14616355.213389112,True,ok:optimal,2884.199969431211,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,14.0,360.0,384.0,24.0,0.0,0.0,-588.5749999992549,-13473.0,17359789.580000002,17359789.580000002,17346316.580000002,17346905.155,17843234.2023542,True,ok:optimal,4291.679016633544,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,15.0,384.0,408.0,24.0,0.0,0.0,656.1769255287945,-27099.19751990214,16803285.442608695,16803285.442608695,16776186.245088791,16775530.068163265,14892599.465907594,True,ok:optimal,1012.0869027360555,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,16.0,408.0,432.0,24.0,0.0,0.0,199.80900137871504,-16532.540998622775,29960339.43,29960339.43,29943806.889001377,29943607.08,24187215.70346137,True,ok:optimal,1827.7045850447269,655.3380707814355,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,17.0,432.0,456.0,24.0,0.0,0.0,0.0,-21573.0,39247964.900000006,39247964.900000006,39226391.900000006,39226391.900000006,35682898.74806777,True,ok:optimal,2030.359043677898,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,18.0,456.0,480.0,24.0,0.0,0.0,0.0,-15562.800000000743,17503593.95,17503593.95,17488031.15,17488031.15,26797040.58139808,True,ok:optimal,3644.1294142989377,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,19.0,480.0,504.0,24.0,0.0,0.0,0.0,-18529.658740017563,3288519.6360869566,3288519.6360869566,3269989.977346939,3269989.977346939,7199657.937648653,True,ok:optimal,4368.470759473786,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,20.0,504.0,528.0,24.0,0.0,0.0,0.0,-19596.069364608265,4605458.478752363,4605458.478752363,4585862.409387754,4585862.409387754,3762711.661744693,True,ok:optimal,3644.991204718197,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,21.0,528.0,552.0,24.0,0.0,0.0,0.0,-27220.03584738262,15162382.112173911,15162382.112173911,15135162.07632653,15135162.07632653,10377778.78282172,True,ok:optimal,3557.418639597771,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,22.0,552.0,576.0,24.0,0.0,0.0,0.0,-19548.0,30001629.120000005,30001629.120000005,29982081.120000005,29982081.120000005,21345276.436047256,True,ok:optimal,1295.9686820025163,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,23.0,576.0,600.0,24.0,0.0,0.0,-142.19999999552965,-23176.79999999702,46321725.33,46321725.33,46298548.53,46298690.73,37568626.91985044,True,ok:optimal,1012.40765584474,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,24.0,600.0,624.0,24.0,0.0,0.0,146.2577939480543,-20097.722206048667,38478446.4,38478446.4,38458348.67779395,38458202.42,44813055.84339168,True,ok:optimal,1227.7852804768363,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,25.0,624.0,648.0,24.0,0.0,0.0,0.0,-16626.60000000149,22543836.16,22543836.16,22527209.56,22527209.56,32767881.872747716,True,ok:optimal,4332.03158725494,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,26.0,648.0,672.0,24.0,0.0,0.0,47.13411782681942,-13604.785882171243,18444325.45,18444325.45,18430720.664117828,18430673.53,19831352.949225232,True,ok:optimal,4368.470759473786,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,27.0,672.0,696.0,24.0,0.0,0.0,609.1706045307219,-24431.50939546898,21045299.880000003,21045299.880000003,21020868.370604537,21020259.200000003,19939030.771360125,True,ok:optimal,2236.5013749295154,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,28.0,696.0,720.0,24.0,0.0,0.0,0.0,-18770.39999999851,33485538.31,33485538.31,33466767.910000004,33466767.910000004,27020062.04681945,True,ok:optimal,4291.679016633544,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,29.0,720.0,744.0,24.0,0.0,0.0,0.0,-21011.40000000596,40916992.53,40916992.53,40895981.129999995,40895981.129999995,38164251.12497558,True,ok:optimal,1444.5964143932372,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,30.0,744.0,768.0,24.0,0.0,0.0,-747.6654690355062,-32245.796394869685,49292500.654045366,49292500.654045366,49260254.857650496,49261002.52311953,44672385.25125574,True,ok:optimal,1424.3357984703289,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,31.0,768.0,792.0,24.0,0.0,0.0,0.0,-24062.39999999851,49033212.18,49033212.18,49009149.78,49009149.78,50586096.676501736,True,ok:optimal,1664.0946172440592,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,32.0,792.0,816.0,24.0,0.0,0.0,429.29622257500887,-16327.323777422307,33716441.839999996,33716441.839999996,33700114.516222574,33699685.22,40663773.8494474,True,ok:optimal,4332.031587254939,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,33.0,816.0,840.0,24.0,0.0,0.0,-81.84688163921237,-14557.456881638616,22583291.84,22583291.84,22568734.38311836,22568816.23,29628639.383941844,True,ok:optimal,4368.470759473786,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,34.0,840.0,864.0,24.0,0.0,0.0,-1312.789999999106,-15660.0,23876023.08,23876023.08,23860363.08,23861675.869999997,25024265.335207537,True,ok:optimal,3446.4101423008456,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,35.0,864.0,888.0,24.0,0.0,0.0,0.0,-17571.60000000149,30047235.64,30047235.64,30029664.04,30029664.04,27266524.081046276,True,ok:optimal,3820.926313386881,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,36.0,888.0,912.0,24.0,0.0,0.0,0.0,-17182.800000000745,29209819.3,29209819.3,29192636.5,29192636.5,29790613.25935301,True,ok:optimal,1585.2504459159125,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,37.0,912.0,936.0,24.0,0.0,0.0,0.0,-19299.59999999404,35938816.47,35938816.47,35919516.870000005,35919516.870000005,33148634.548071463,True,ok:optimal,1665.449982295313,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,38.0,936.0,960.0,24.0,0.0,0.0,0.0,-18165.599999997765,30933333.13,30933333.13,30915167.53,30915167.53,34270992.21312551,True,ok:optimal,1570.942475077961,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,39.0,960.0,984.0,24.0,0.0,0.0,223.01752993837,-13806.932470060883,24561528.6,24561528.6,24547721.66752994,24547498.65,28958583.695019573,True,ok:optimal,4197.460498512427,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,40.0,984.0,1008.0,24.0,0.0,0.0,1883.15435760282,-9925.08564239554,13706385.06,13706385.06,13696459.974357603,13694576.82,18537740.038944684,True,ok:optimal,4308.31891457793,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,41.0,1008.0,1032.0,24.0,0.0,0.0,0.0,-28476.235847383738,18093726.56217391,18093726.56217391,18065250.32632653,18065250.32632653,14225856.264946109,True,ok:optimal,3016.7967729906354,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,42.0,1032.0,1056.0,24.0,0.0,0.0,-770.8999999985099,-15390.0,22012976.720000003,22012976.720000003,21997586.720000003,21998357.62,19868399.20092529,True,ok:optimal,4184.284825184721,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,43.0,1056.0,1080.0,24.0,0.0,0.0,0.0,-28779.01739130355,15806731.107391303,15806731.107391303,15777952.09,15777952.09,17895880.114469137,True,ok:optimal,1570.6368204226235,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,44.0,1080.0,1104.0,24.0,0.0,0.0,10.31027601659298,-25495.56017651409,19349590.937391303,19349590.937391303,19324095.37721479,19324085.066938773,17048150.8103167,True,ok:optimal,2025.657422773241,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,45.0,1104.0,1128.0,24.0,0.0,0.0,0.0,-41060.7855020985,35253788.27856332,35253788.27856332,35212727.49306122,35212727.49306122,27645364.5038756,True,ok:optimal,1415.3133295419586,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,46.0,1128.0,1152.0,24.0,0.0,0.0,-3.6799999997019768,-21124.80000000447,26375555.700000003,26375555.700000003,26354430.9,26354434.58,32034534.927752875,True,ok:optimal,2789.485832856293,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,47.0,1152.0,1176.0,24.0,0.0,0.0,-519.1180468425155,-15071.148046843708,20444855.1,20444855.1,20429783.95195316,20430303.07,23582146.04103476,True,ok:optimal,4332.031587254939,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,48.0,1176.0,1200.0,24.0,0.0,0.0,0.0,-16740.0,25050960.089999996,25050960.089999996,25034220.089999996,25034220.089999996,22344489.0947655,True,ok:optimal,2468.9775174994115,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,49.0,1200.0,1224.0,24.0,0.0,0.0,0.0,-28810.542857147753,37931312.0,37931312.0,37902501.45714285,37902501.45714285,32366389.408370055,True,ok:optimal,4184.284825184721,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,50.0,1224.0,1248.0,24.0,0.0,0.0,-777.626427270472,-16750.73309393972,30856537.78,30856537.78,30839787.04690606,30840564.673333332,34025820.514246844,True,ok:optimal,823.9649065127833,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,51.0,1248.0,1272.0,24.0,0.0,0.0,-230.51501163095236,-17060.12501163408,25637304.49,25637304.49,25620244.364988368,25620474.88,28634554.20296924,True,ok:optimal,1375.8378206504524,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,52.0,1272.0,1296.0,24.0,0.0,0.0,0.0,-22489.636984586716,33291974.13,33291974.13,33269484.493015412,33269484.493015412,29818000.309780125,True,ok:optimal,2062.5209488663877,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,53.0,1296.0,1320.0,24.0,0.0,0.0,0.0,-20017.79999999702,31360459.019999996,31360459.019999996,31340441.22,31340441.22,34365981.38383858,True,ok:optimal,2733.590708719425,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,54.0,1320.0,1344.0,24.0,0.0,0.0,-96.34098269045352,-16419.055982690305,22887892.63,22887892.63,22871473.57401731,22871569.915,28020007.136258356,True,ok:optimal,4030.710159835411,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,55.0,1344.0,1368.0,24.0,0.0,0.0,-2117.70000000298,-16740.0,23868613.04,23868613.04,23851873.04,23853990.74,24611734.743411645,True,ok:optimal,2732.4851912885206,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,56.0,1368.0,1392.0,24.0,0.0,0.0,0.0,-20136.60000000149,34370141.92,34370141.92,34350005.32,34350005.32,29892420.903261345,True,ok:optimal,4220.723997403568,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,57.0,1392.0,1416.0,24.0,0.0,0.0,0.0,-17825.400000002235,28562860.53,28562860.53,28545035.13,28545035.13,32397023.464891233,True,ok:optimal,2061.1616019452995,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,58.0,1416.0,1440.0,24.0,0.0,0.0,0.0,-21583.79999999702,31742983.18,31742983.18,31721399.380000003,31721399.380000003,30698406.279779095,True,ok:optimal,1030.1900925018156,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,59.0,1440.0,1464.0,24.0,0.0,0.0,688.1223501190543,-21345.677649877965,42338872.0,42338872.0,42317526.32235012,42316838.2,35814495.0974013,True,ok:optimal,902.5915312920132,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,60.0,1464.0,1488.0,24.0,0.0,0.0,0.0,-22480.19999999553,38642558.62,38642558.62,38620078.42,38620078.42,40457894.83927053,True,ok:optimal,4368.470759473785,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,61.0,1488.0,1512.0,24.0,0.0,0.0,0.0,-15978.60000000149,24457960.96,24457960.96,24441982.36,24441982.36,32334444.89889183,True,ok:optimal,4166.176667157189,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,62.0,1512.0,1536.0,24.0,0.0,0.0,1984.7141690962017,-22984.100791335102,24359997.33,24359997.33,24337013.229208663,24335028.515039567,26323476.784915425,True,ok:optimal,2924.265086207792,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,63.0,1536.0,1560.0,24.0,0.0,0.0,0.0,-46322.54427321255,46634452.879999995,46634452.879999995,46588130.33572678,46588130.33572678,34075512.72280442,True,ok:optimal,4131.824999354964,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,64.0,1560.0,1584.0,24.0,0.0,0.0,0.0,-24656.39999999851,44783637.3,44783637.3,44758980.900000006,44758980.900000006,46006238.12496175,True,ok:optimal,1056.0780475506592,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,65.0,1584.0,1608.0,24.0,0.0,0.0,-308.2199999988079,-20066.39999999851,35074154.629999995,35074154.629999995,35054088.23,35054396.449999996,39146555.176503256,True,ok:optimal,587.7829160383432,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,66.0,1608.0,1632.0,24.0,0.0,0.0,0.0,-25115.39999999851,34241163.8,34241163.8,34216048.4,34216048.4,37444718.64313509,True,ok:optimal,2032.7580938611395,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,67.0,1632.0,1656.0,24.0,0.0,0.0,101.5284865051508,-15792.231513492765,23392291.15,23392291.15,23376498.918486506,23376397.39,28593070.04902625,True,ok:optimal,3130.1525877711497,655.3380707814355,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,68.0,1656.0,1680.0,24.0,0.0,0.0,0.0,-21470.479988837615,10755529.04,10755529.04,10734058.560011163,10734058.560011163,17763565.15278443,True,ok:optimal,4368.470759473786,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,69.0,1680.0,1704.0,24.0,0.0,0.0,-39.0,-27080.635847382247,18993200.182173915,18993200.182173915,18966119.546326533,18966158.546326533,13098934.835253084,True,ok:optimal,2884.1999694312103,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,70.0,1704.0,1728.0,24.0,0.0,0.0,0.0,-33980.47796751559,45343646.47,45343646.47,45309665.99203248,45309665.99203248,28443686.418463156,True,ok:optimal,4220.723997403567,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,71.0,1728.0,1752.0,24.0,0.0,0.0,0.0,-53422.9983673431,19499318.29,19499318.29,19445895.291632656,19445895.291632656,28939805.188357584,True,ok:optimal,2098.4679272246844,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,72.0,1752.0,1776.0,24.0,0.0,0.0,0.0,-27754.828019322827,12852761.749130432,12852761.749130432,12825006.92111111,12825006.92111111,13628545.474403571,True,ok:optimal,2874.5252198046583,655.3380707814362,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,73.0,1776.0,1800.0,24.0,0.0,0.0,1.4424324035644531e-05,-74534.86526855081,45263634.28875236,45263634.28875236,45189099.42348381,45189099.42346939,24039452.17120394,True,ok:optimal,4184.284825184719,655.3380707814355,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,74.0,1800.0,1824.0,24.0,0.0,0.0,0.0,-21789.0,31765107.28,31765107.28,31743318.28,31743318.28,35912432.73503745,True,ok:optimal,3608.5824629351296,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,75.0,1824.0,1848.0,24.0,0.0,0.0,0.0,-19650.60000000149,28144989.69,28144989.69,28125339.09,28125339.09,31192879.887701415,True,ok:optimal,4368.470759473786,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,76.0,1848.0,1872.0,24.0,0.0,0.0,0.0,-54847.5976235494,31800502.42190926,31800502.42190926,31745654.824285712,31745654.824285712,31312230.12031716,True,ok:optimal,3322.406252135352,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,77.0,1872.0,1896.0,24.0,0.0,0.0,0.0,-82069.71947070211,62430976.539470695,62430976.539470695,62348906.81999999,62348906.81999999,47252997.32577613,True,ok:optimal,3820.92631338688,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,78.0,1896.0,1920.0,24.0,0.0,0.0,0.0,-109750.1187145561,56676528.588714555,56676528.588714555,56566778.47,56566778.47,57599795.28944579,True,ok:optimal,1259.9741435999265,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,79.0,1920.0,1944.0,24.0,0.0,0.0,0.0,-39300.96501456946,51085114.129999995,51085114.129999995,51045813.164985426,51045813.164985426,54880374.243522495,True,ok:optimal,562.1292970016306,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,80.0,1944.0,1968.0,24.0,0.0,0.0,-163.18934260308745,-28912.741216819733,28882892.61,28882892.61,28853979.86878318,28854143.058125783,39236897.27799281,True,ok:optimal,1438.3286848884682,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,81.0,1968.0,1992.0,24.0,0.0,0.0,0.0,-22372.199999999255,31456156.62,31456156.62,31433784.42,31433784.42,30607269.198954396,True,ok:optimal,4036.879650601816,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,82.0,1992.0,2016.0,24.0,0.0,0.0,0.0,-36718.800000000745,21166587.39,21166587.39,21129868.59,21129868.59,28746536.374370985,True,ok:optimal,4257.627856991178,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,83.0,2016.0,2040.0,24.0,0.0,0.0,0.0,-50221.58520118147,34233072.56234404,34233072.56234404,34182850.977142856,34182850.977142856,26891246.642379712,True,ok:optimal,3038.094670433238,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,84.0,2040.0,2064.0,24.0,0.0,0.0,0.0,-26476.20000000298,34502692.11,34502692.11,34476215.91,34476215.91,34443446.285645045,True,ok:optimal,4207.952837796991,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,85.0,2064.0,2088.0,24.0,0.0,0.0,0.0,-54835.82654991001,35357079.6310397,35357079.6310397,35302243.80448979,35302243.80448979,35602825.946232066,True,ok:optimal,1734.8536429110277,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,86.0,2088.0,2112.0,24.0,0.0,0.0,0.0,-35856.53877550736,31377906.839999996,31377906.839999996,31342050.30122449,31342050.30122449,32953476.8413232,True,ok:optimal,1023.922055018352,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,87.0,2112.0,2136.0,24.0,0.0,0.0,-1501.1047823131084,-98730.09416274726,55933502.26572778,55933502.26572778,55834772.17156503,55836273.27634735,44627971.73979088,True,ok:optimal,2456.788067339768,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,88.0,2136.0,2160.0,24.0,0.0,0.0,0.0,-35393.35473011434,36529522.125463136,36529522.125463136,36494128.77073302,36494128.77073302,48116306.63664576,True,ok:optimal,4176.656590599422,655.3380707814355,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,89.0,2160.0,2184.0,24.0,0.0,0.0,0.0,-56577.843265306205,17910082.07,17910082.07,17853504.226734694,17853504.226734694,26918599.481276065,True,ok:optimal,4368.470759473786,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,90.0,2184.0,2208.0,24.0,0.0,0.0,-1218.079999998212,-38706.23584738374,27104569.88217392,27104569.88217392,27065863.646326534,27067081.726326533,20596387.619241793,True,ok:optimal,2853.168438211999,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,91.0,2208.0,2232.0,24.0,0.0,0.0,0.0,-172978.34511338174,60980728.17226843,60980728.17226843,60807749.827155046,60807749.827155046,44508269.02352206,True,ok:optimal,4291.679016633544,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,92.0,2232.0,2256.0,24.0,0.0,0.0,0.0,-182466.34142045677,80051669.46856332,80051669.46856332,79869203.12714286,79869203.12714286,77843742.07806726,True,ok:optimal,1009.590815007401,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,93.0,2256.0,2280.0,24.0,0.0,0.0,0.0,-49065.04389837384,41072685.34,41072685.34,41023620.29610163,41023620.29610163,52797142.39983186,True,ok:optimal,2356.789322115628,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,94.0,2280.0,2304.0,24.0,0.0,0.0,0.0,-78809.00904622674,42390648.95,42390648.95,42311839.94095377,42311839.94095377,41336973.39577966,True,ok:optimal,2051.485553510029,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,95.0,2304.0,2328.0,24.0,0.0,0.0,0.0,-23263.199999999255,30425795.73,30425795.73,30402532.53,30402532.53,36944025.69399872,True,ok:optimal,4031.354802991327,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,96.0,2328.0,2352.0,24.0,0.0,0.0,0.0,-22150.800000000745,25255854.96,25255854.96,25233704.16,25233704.16,31042195.7974019,True,ok:optimal,4355.699599867208,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,97.0,2352.0,2376.0,24.0,0.0,0.0,0.0,-56108.65834651142,37433781.23487712,37433781.23487712,37377672.57653061,37377672.57653061,31594932.766312044,True,ok:optimal,3016.7967729906354,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,98.0,2376.0,2400.0,24.0,0.0,0.0,0.0,-146892.16934105754,70580157.51136105,70580157.51136105,70433265.34201999,70433265.34201999,53160969.95532307,True,ok:optimal,4207.952837796991,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,99.0,2400.0,2424.0,24.0,0.0,0.0,0.0,-61868.367346942425,56466613.06,56466613.06,56404744.69265306,56404744.69265306,57912758.93542261,True,ok:optimal,1269.8931603460078,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,100.0,2424.0,2448.0,24.0,0.0,0.0,0.0,-71428.51067055762,36383840.96,36383840.96,36312412.44932944,36312412.44932944,46652827.874163195,True,ok:optimal,2206.482832428353,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,101.0,2448.0,2472.0,24.0,0.0,0.0,0.0,-84768.75999999791,35635500.04,35635500.04,35550731.28,35550731.28,35210086.91522752,True,ok:optimal,1342.7265345493731,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,102.0,2472.0,2496.0,24.0,0.0,0.0,-788.2649999931455,-22253.39999999851,37088131.36,37088131.36,37065877.96,37066666.224999994,34222378.01416323,True,ok:optimal,4031.354802991323,655.3380707814352,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,103.0,2496.0,2520.0,24.0,0.0,0.0,0.0,-29415.0,18883929.8,18883929.8,18854514.8,18854514.8,28164418.59399366,True,ok:optimal,4257.62785699118,655.3380707814362,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,104.0,2520.0,2544.0,24.0,0.0,0.0,-270.0,-62482.11999999732,39252173.55,39252173.55,39189691.43,39189961.43,27220101.337311786,True,ok:optimal,3322.406252135353,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,105.0,2544.0,2568.0,24.0,0.0,0.0,0.0,-109450.7827553004,62797340.1205104,62797340.1205104,62687889.3377551,62687889.3377551,53231886.564604126,True,ok:optimal,4207.952837796992,655.3380707814358,,,10000.0
20260216_202050,2026-02-16T20:20:51.684460,window,106.0,2568.0,2592.0,24.0,0.0,0.0,481.07011549174786,-96245.88192766903,73056808.40661626,73056808.40661626,72960562.52468859,72960081.4545731,71914982.10929804,True,ok:optimal,1302.9317116000077,655.3380707814362,,,10000.0
