run_id,timestamp_utc,row_type,window_idx,window_start,window_end,horizon,evpi,evpi_robust,evpi_deterministic,vss,robust_actual_realized_cost,robust_perfect_info_cost,deterministic_actual_realized_cost,deterministic_perfect_info_cost,robust_total_cost,robust_feasible,solver_status,mean_dynamic_interval_width,mean_base_interval_width,unmet_load_penalty_per_mwh
20260216_202050,2026-02-16T20:21:02.291274,window,25,624,648,24.0,0.0,0.0,0.0,-27000.0,54763330.0,54763330.0,54736330.0,54736330.0,70100242.2978772,True,ok:optimal,2665.0526315273783,415.6027495559277,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,26,648,672,24.0,0.0,0.0,0.0,-27000.0,55935530.0,55935530.0,55908530.0,55908530.0,57604291.86849347,True,ok:optimal,2441.666153641076,415.6027495559304,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,27,672,696,24.0,0.0,0.0,0.0,-29700.0,73668450.0,73668450.0,73638750.0,73638750.0,61821924.85964076,True,ok:optimal,2665.052631527424,415.6027495559353,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,28,696,720,24.0,0.0,0.0,0.0,-29700.0,70729045.0,70729045.0,70699345.0,70699345.0,74217039.06512672,True,ok:optimal,1316.0753735937676,415.6027495559283,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,29,720,744,24.0,0.0,0.0,0.0,-29700.0,58461590.0,58461590.0,58431890.0,58431890.0,71960089.0826432,True,ok:optimal,1991.4298416221452,415.6027495559283,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,30,744,768,24.0,0.0,0.0,0.0,-29700.0,60180390.0,60180390.0,60150690.0,60150690.0,60276226.9148708,True,ok:optimal,2434.739441148469,415.602749555928,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,31,768,792,24.0,0.0,0.0,0.0,-29700.0,69434105.0,69434105.0,69404405.0,69404405.0,59957578.21503499,True,ok:optimal,2043.3801853166349,415.6027495559271,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,32,792,816,24.0,0.0,0.0,0.0,-27000.0,61176260.0,61176260.0,61149260.0,61149260.0,65289378.3083851,True,ok:optimal,1974.113060390644,415.6027495559256,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,33,816,840,24.0,0.0,0.0,0.0,-27000.0,62740250.0,62740250.0,62713250.0,62713250.0,63370493.77252828,True,ok:optimal,1368.025717288249,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,34,840,864,24.0,0.0,0.0,0.0,-29700.0,90747705.0,90747705.0,90718005.0,90718005.0,68794532.3958199,True,ok:optimal,2665.052631527374,415.6027495559265,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,35,864,888,24.0,0.0,0.0,0.0,-29700.0,86309960.0,86309960.0,86280260.0,86280260.0,91804644.03375006,True,ok:optimal,1922.1627166961491,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,36,888,912,24.0,0.0,0.0,0.0,-29700.0,78671990.0,78671990.0,78642290.0,78642290.0,87409298.28390677,True,ok:optimal,1627.777435760705,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,37,912,936,24.0,0.0,0.0,0.0,-29700.0,83194025.0,83194025.0,83164325.0,83164325.0,79436283.42626217,True,ok:optimal,1264.125029899266,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,38,936,960,24.0,0.0,0.0,0.0,-29700.0,76495645.0,76495645.0,76465945.0,76465945.0,82536433.87563,True,ok:optimal,2129.9640914741126,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,39,960,984,24.0,0.0,0.0,0.0,-27000.0,71841050.0,71841050.0,71814050.0,71814050.0,71998631.93218696,True,ok:optimal,2665.0526315273696,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,40,984,1008,24.0,0.0,0.0,0.0,-27000.0,71793085.0,71793085.0,71766085.0,71766085.0,75197556.82562473,True,ok:optimal,2337.765466252075,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,41,1008,1032,24.0,0.0,0.0,0.0,-29700.0,83880815.0,83880815.0,83851115.0,83851115.0,78903715.33677262,True,ok:optimal,2665.0526315273696,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,42,1032,1056,24.0,0.0,0.0,0.0,-29700.0,75010435.0,75010435.0,74980735.0,74980735.0,85208007.55010463,True,ok:optimal,2129.9640914741162,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,43,1056,1080,24.0,0.0,0.0,0.0,-29700.0,70517360.0,70517360.0,70487660.0,70487660.0,76037796.86616561,True,ok:optimal,1887.5291542331568,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,44,1080,1104,24.0,0.0,0.0,0.0,-29700.0,91025440.0,91025440.0,90995740.0,90995740.0,71812080.85508335,True,ok:optimal,2078.013747779621,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,45,1104,1128,24.0,0.0,0.0,0.0,-29700.0,79314970.0,79314970.0,79285270.0,79285270.0,89927350.9585199,True,ok:optimal,2216.5479976315996,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,46,1128,1152,24.0,0.0,0.0,0.0,-27000.0,68886600.0,68886600.0,68859600.0,68859600.0,74506316.85448682,True,ok:optimal,2233.8647788630938,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,47,1152,1176,24.0,0.0,0.0,0.0,-27000.0,75202685.0,75202685.0,75175685.0,75175685.0,72036417.43759209,True,ok:optimal,2665.0526315273696,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,48,1176,1200,24.0,0.0,0.0,0.0,-29700.0,87948560.0,87948560.0,87918860.0,87918860.0,82249624.86432488,True,ok:optimal,2285.815122557587,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,49,1200,1224,24.0,0.0,0.0,0.0,-29700.0,72043275.0,72043275.0,72013575.0,72013575.0,89570515.49652246,True,ok:optimal,2665.052631527371,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,50,1224,1248,24.0,0.0,0.0,0.0,-29700.0,68975775.0,68975775.0,68946075.0,68946075.0,74079284.49861322,True,ok:optimal,2665.0526315273696,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,51,1248,1272,24.0,0.0,0.0,0.0,-29700.0,61499480.0,61499480.0,61469780.0,61469780.0,70526016.10966267,True,ok:optimal,2389.7158099465682,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,52,1272,1296,24.0,0.0,0.0,0.0,-29700.0,68570395.0,68570395.0,68540695.0,68540695.0,61537288.150511146,True,ok:optimal,2665.0526315273696,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,53,1296,1320,24.0,0.0,0.0,0.0,-27000.0,55636750.0,55636750.0,55609750.0,55609750.0,65358174.80681806,True,ok:optimal,2417.4226599169656,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,54,1320,1344,24.0,0.0,0.0,0.0,-27000.0,62579415.0,62579415.0,62552415.0,62552415.0,59209250.87506521,True,ok:optimal,2372.3990287150687,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,55,1344,1368,24.0,0.0,0.0,0.0,-29700.0,69527910.0,69527910.0,69498210.0,69498210.0,68859548.63838923,True,ok:optimal,1904.8459354646536,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,56,1368,1392,24.0,0.0,0.0,0.0,-29700.0,70389320.0,70389320.0,70359620.0,70359620.0,71168465.04262668,True,ok:optimal,2665.0526315273696,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,57,1392,1416,24.0,0.0,0.0,0.0,-29700.0,67485160.0,67485160.0,67455460.0,67455460.0,71907129.51052171,True,ok:optimal,2665.052631527374,415.6027495559268,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,58,1416,1440,24.0,0.0,0.0,0.0,-29700.0,61087260.0,61087260.0,61057560.0,61057560.0,69058379.51386678,True,ok:optimal,2639.077459680147,415.60274955593013,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,59,1440,1464,24.0,0.0,0.0,0.0,-29700.0,67757305.0,67757305.0,67727605.0,67727605.0,61075610.59673143,True,ok:optimal,2152.4759070751065,415.6027495559353,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,60,1464,1488,24.0,0.0,0.0,0.0,-27000.0,60252340.0,60252340.0,60225340.0,60225340.0,63284040.255622685,True,ok:optimal,1229.4914674362915,415.60274955593013,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,61,1488,1512,24.0,0.0,0.0,0.0,-27000.0,54116825.0,54116825.0,54089825.0,54089825.0,62972541.73161873,True,ok:optimal,1679.7277794552072,415.60274955593013,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,62,1512,1536,24.0,0.0,0.0,0.0,-29700.0,66495865.0,66495865.0,66466165.0,66466165.0,60367560.54231377,True,ok:optimal,2665.0526315273905,415.60274955593076,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,63,1536,1560,24.0,0.0,0.0,0.0,-29700.0,77346340.0,77346340.0,77316640.0,77316640.0,68566838.70925164,True,ok:optimal,2429.5444067790086,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,64,1560,1584,24.0,0.0,0.0,0.0,-29700.0,71967200.0,71967200.0,71937500.0,71937500.0,79366297.89890867,True,ok:optimal,2665.0526315273687,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,65,1584,1608,24.0,0.0,0.0,0.0,-29700.0,81699545.0,81699545.0,81669845.0,81669845.0,73653059.34934697,True,ok:optimal,2613.102287832879,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,66,1608,1632,24.0,0.0,0.0,0.0,-29700.0,83146335.0,83146335.0,83116635.0,83116635.0,80907232.86278482,True,ok:optimal,2486.6897848429494,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,67,1632,1656,24.0,0.0,0.0,0.0,-27000.0,77388420.0,77388420.0,77361420.0,77361420.0,78248306.34073618,True,ok:optimal,2251.1815600945943,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,68,1656,1680,24.0,0.0,0.0,0.0,-27000.0,64854545.0,64854545.0,64827545.0,64827545.0,80324057.45708318,True,ok:optimal,987.0565301953224,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,69,1680,1704,24.0,0.0,0.0,0.0,-29700.0,77955625.0,77955625.0,77925925.0,77925925.0,71253211.41052818,True,ok:optimal,1852.8955917701642,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,70,1704,1728,24.0,0.0,0.0,0.0,-29700.0,75536940.0,75536940.0,75507240.0,75507240.0,78892268.34035972,True,ok:optimal,1783.6284668441742,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,71,1728,1752,24.0,0.0,0.0,0.0,-29700.0,70706315.0,70706315.0,70676615.0,70676615.0,76278564.45758998,True,ok:optimal,1177.5411237417902,415.60274955592587,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,72,1752,1776,24.0,0.0,0.0,0.0,-29700.0,64281890.0,64281890.0,64252190.0,64252190.0,71767815.35255262,True,ok:optimal,1645.0942169922062,415.6027495559265,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,73,1776,1800,24.0,0.0,0.0,0.0,-29700.0,63528570.0,63528570.0,63498870.0,63498870.0,64172126.60908382,True,ok:optimal,2199.231216400109,415.6027495559268,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,74,1800,1824,24.0,0.0,0.0,0.0,-27000.0,57491590.0,57491590.0,57464590.0,57464590.0,60047431.30582182,True,ok:optimal,2112.6473102426244,415.6027495559277,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,75,1824,1848,24.0,0.0,0.0,0.0,-27000.0,58488050.0,58488050.0,58461050.0,58461050.0,60934967.773771115,True,ok:optimal,2498.8115317050074,415.6027495559277,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,76,1848,1872,24.0,0.0,0.0,0.0,-29700.0,69853310.0,69853310.0,69823610.0,69823610.0,64594864.492737174,True,ok:optimal,2303.131903789084,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,77,1872,1896,24.0,0.0,0.0,0.0,-29700.0,58480785.0,58480785.0,58451085.0,58451085.0,71331143.31106174,True,ok:optimal,2060.696966548125,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,78,1896,1920,24.0,0.0,0.0,0.0,-29700.0,64674775.0,64674775.0,64645075.0,64645075.0,61061317.17057841,True,ok:optimal,2360.277281853021,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,79,1920,1944,24.0,0.0,0.0,0.0,-29700.0,75195655.0,75195655.0,75165955.0,75165955.0,66442621.554402016,True,ok:optimal,2528.250059798543,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,80,1944,1968,24.0,0.0,0.0,0.0,-29700.0,65229015.0,65229015.0,65199315.0,65199315.0,74953135.35024595,True,ok:optimal,2308.326938158534,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,81,1968,1992,24.0,0.0,0.0,0.0,-27000.0,59026070.0,59026070.0,58999070.0,58999070.0,61585344.96049249,True,ok:optimal,2095.3305290111202,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,82,1992,2016,24.0,0.0,0.0,0.0,-27000.0,70250465.0,70250465.0,70223465.0,70223465.0,62906941.92723345,True,ok:optimal,2320.448685020581,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,window,83,2016,2040,24.0,0.0,0.0,0.0,-29700.0,76882405.0,76882405.0,76852705.0,76852705.0,77751827.63808058,True,ok:optimal,2665.0526315273687,415.6027495559247,10000.0
20260216_202050,2026-02-16T20:21:02.291274,run_summary,,,,24.0,0.0,0.0,0.0,-28928.571428571428,67685666.54761904,67685666.54761904,67656737.97619048,67656737.97619048,68713769.46870288,True,summary,2075.9728414202045,415.6027495559271,10000.0
