baseline_cost_usd,orius_cost_usd,cost_savings_pct,baseline_carbon_kg,orius_carbon_kg,carbon_reduction_pct,baseline_peak_mw,orius_peak_mw,peak_shaving_pct,oracle_cost_usd,oracle_gap_pct,carbon_source
155149015.93,138641058.96733177,10.640065529075791,1798244455.2500932,1859461885.0416539,-3.4042885333433017,52165.0,45507.03486850149,12.763280229077944,154760487.675,-10.415726229500745,average
