source_type,source_key,table,column,rows,na_count,na_ratio,allowed_max_ratio,allowed,status
duckdb,data/audit/iot_loop.duckdb::iot_telemetry,iot_telemetry,device_id,288,0,0.0,0.0,True,ok
duckdb,data/audit/iot_loop.duckdb::iot_telemetry,iot_telemetry,payload_json,288,0,0.0,0.0,True,ok
duckdb,data/audit/iot_loop.duckdb::iot_telemetry,iot_telemetry,reliability_flags_json,288,0,0.0,0.0,True,ok
duckdb,data/audit/iot_loop.duckdb::iot_telemetry,iot_telemetry,reliability_w,288,0,0.0,0.0,True,ok
duckdb,data/audit/iot_loop.duckdb::iot_telemetry,iot_telemetry,ts_utc,288,0,0.0,0.0,True,ok
duckdb,data/interim/streaming.duckdb::telemetry_events,telemetry_events,ingested_at,1,0,0.0,0.0,True,ok
duckdb,data/interim/streaming.duckdb::telemetry_events,telemetry_events,payload,1,0,0.0,0.0,True,ok
duckdb,data/interim/streaming.duckdb::telemetry_events,telemetry_events,utc_timestamp,1,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,carbon_kg_per_mwh,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,carbon_kg_per_mwh_lag_1,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,carbon_kg_per_mwh_lag_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,carbon_kg_per_mwh_lag_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,carbon_kg_per_mwh_roll_mean_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,carbon_kg_per_mwh_roll_mean_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,carbon_kg_per_mwh_roll_std_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,carbon_kg_per_mwh_roll_std_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,dayofweek,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,hour,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,is_daylight,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,is_evening_peak,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,is_holiday,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,is_morning_peak,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,is_post_holiday,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,is_pre_holiday,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,is_weekend,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,load_mw,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,load_mw_delta_1h,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,load_mw_delta_24h,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,load_mw_lag_1,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,load_mw_lag_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,load_mw_lag_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,load_mw_roll_mean_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,load_mw_roll_mean_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,load_mw_roll_std_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,load_mw_roll_std_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,month,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,price_eur_mwh,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,price_eur_mwh_lag_1,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,price_eur_mwh_lag_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,price_eur_mwh_lag_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,price_eur_mwh_roll_mean_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,price_eur_mwh_roll_mean_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,price_eur_mwh_roll_std_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,price_eur_mwh_roll_std_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,season,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,solar_mw,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,solar_mw_delta_1h,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,solar_mw_delta_24h,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,solar_mw_lag_1,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,solar_mw_lag_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,solar_mw_lag_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,solar_mw_roll_mean_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,solar_mw_roll_mean_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,solar_mw_roll_std_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,solar_mw_roll_std_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,timestamp,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,wind_mw,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,wind_mw_delta_1h,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,wind_mw_delta_24h,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,wind_mw_lag_1,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,wind_mw_lag_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,wind_mw_lag_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,wind_mw_roll_mean_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,wind_mw_roll_mean_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,wind_mw_roll_std_168,17377,0,0.0,0.0,True,ok
parquet,data/processed/features.parquet,,wind_mw_roll_std_24,17377,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,carbon_kg_per_mwh,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,carbon_kg_per_mwh_lag_1,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,carbon_kg_per_mwh_lag_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,carbon_kg_per_mwh_lag_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,carbon_kg_per_mwh_roll_mean_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,carbon_kg_per_mwh_roll_mean_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,carbon_kg_per_mwh_roll_std_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,carbon_kg_per_mwh_roll_std_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,dayofweek,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,hour,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,is_daylight,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,is_evening_peak,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,is_holiday,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,is_morning_peak,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,is_post_holiday,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,is_pre_holiday,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,is_weekend,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,load_mw,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,load_mw_delta_1h,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,load_mw_delta_24h,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,load_mw_lag_1,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,load_mw_lag_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,load_mw_lag_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,load_mw_roll_mean_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,load_mw_roll_mean_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,load_mw_roll_std_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,load_mw_roll_std_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,month,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,price_eur_mwh,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,price_eur_mwh_lag_1,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,price_eur_mwh_lag_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,price_eur_mwh_lag_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,price_eur_mwh_roll_mean_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,price_eur_mwh_roll_mean_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,price_eur_mwh_roll_std_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,price_eur_mwh_roll_std_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,season,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,solar_mw,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,solar_mw_delta_1h,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,solar_mw_delta_24h,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,solar_mw_lag_1,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,solar_mw_lag_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,solar_mw_lag_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,solar_mw_roll_mean_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,solar_mw_roll_mean_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,solar_mw_roll_std_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,solar_mw_roll_std_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,timestamp,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,wind_mw,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,wind_mw_delta_1h,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,wind_mw_delta_24h,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,wind_mw_lag_1,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,wind_mw_lag_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,wind_mw_lag_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,wind_mw_roll_mean_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,wind_mw_roll_mean_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,wind_mw_roll_std_168,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/calibration.parquet,,wind_mw_roll_std_24,868,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,carbon_kg_per_mwh,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,carbon_kg_per_mwh_lag_1,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,carbon_kg_per_mwh_lag_168,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,carbon_kg_per_mwh_lag_24,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,carbon_kg_per_mwh_roll_mean_168,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,carbon_kg_per_mwh_roll_mean_24,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,carbon_kg_per_mwh_roll_std_168,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,carbon_kg_per_mwh_roll_std_24,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,dayofweek,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,hour,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,is_daylight,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,is_evening_peak,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,is_holiday,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,is_morning_peak,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,is_post_holiday,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,is_pre_holiday,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,is_weekend,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,load_mw,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,load_mw_delta_1h,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,load_mw_delta_24h,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,load_mw_lag_1,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,load_mw_lag_168,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,load_mw_lag_24,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,load_mw_roll_mean_168,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,load_mw_roll_mean_24,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,load_mw_roll_std_168,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,load_mw_roll_std_24,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,month,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,price_eur_mwh,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,price_eur_mwh_lag_1,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,price_eur_mwh_lag_168,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,price_eur_mwh_lag_24,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,price_eur_mwh_roll_mean_168,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,price_eur_mwh_roll_mean_24,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,price_eur_mwh_roll_std_168,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,price_eur_mwh_roll_std_24,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,season,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,solar_mw,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,solar_mw_delta_1h,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,solar_mw_delta_24h,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,solar_mw_lag_1,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,solar_mw_lag_168,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,solar_mw_lag_24,2537,0,0.0,0.0,True,ok
parquet,data/processed/splits/test.parquet,,solar_mw_roll_mean_168,2537,0,0.0,0.0,True,ok
