baseline_cost_usd,orius_cost_usd,cost_savings_pct,baseline_carbon_kg,orius_carbon_kg,carbon_reduction_pct,baseline_peak_mw,orius_peak_mw,peak_shaving_pct,oracle_cost_usd,oracle_gap_pct,carbon_source
520523500.0,520262250.0,0.05018985694209771,4470300483.570245,4468230307.984802,0.04630953988554208,78478.0,78478.0,0.0,520262250.0,0.0,average
