controller,tsvr,oasg,cva,gdq,intervention_rate,fallback_activation_rate,useful_work_total,useful_work_mean,audit_completeness,recovery_latency,n_steps
baseline,0.16142490372272145,0.01647411210954215,1.0,0.1492705487848351,0.0,0.0,1663.9906148360617,0.1780049866106185,0.0,0.0,9348
rss_cbf_filter,0.06290115532734275,0.015832263585793753,1.0,0.1477493012129083,0.30905006418485237,0.0,1473.8684991343969,0.15766672006144597,0.0,0.0,9348
robust_fixed_deceleration,0.14291827128797605,0.014762516046213094,1.0,0.1053934724571937,0.9733632862644416,0.0,1149.5031891653778,0.12296782083497837,0.0,0.0,9348
predictor_only_no_runtime,0.1612109542148053,0.016367137355584083,1.0,0.14939260881232092,0.0,0.0,1664.9264963519934,0.17810510230551918,0.0,0.0,9348
nonreliability_conformal_runtime,0.15297389816003423,0.01668806161745828,1.0,0.1472324688309475,0.18303380402225075,0.0,1624.8957566265606,0.17382282377263164,0.0,0.0,9348
stale_certificate_no_temporal_guard,0.15040650406504066,0.014441591784338896,1.0,0.14223432430375238,0.2136285836542576,0.0,1564.9913399210689,0.16741456353456022,0.0,0.0,9348
always_brake,0.0,0.0,1.0,0.06339215942027318,1.0,1.0,592.5899062607136,0.06339215942027318,0.0,0.0,9348
orius,0.0,0.0,1.0,0.0671221969271726,0.9410569105691057,0.2593068035943517,627.4582968752094,0.0671221969271726,1.0,0.0,9348
