controller,fault_family,target,coverage,mean_width
predictor_only_no_runtime,spikes,relative_gap_m,0.9234417344173442,90.78295022430498
predictor_only_no_runtime,stale,ego_speed_mps,0.8971654581410679,2.780707036411277
predictor_only_no_runtime,stale,relative_gap_m,0.8879367172050099,86.36127200109271
robust_fixed_deceleration,delay_jitter,ego_speed_mps,0.9554006968641114,2.776353439829949
robust_fixed_deceleration,delay_jitter,relative_gap_m,0.886411149825784,90.30554409395259
robust_fixed_deceleration,drift_combo,ego_speed_mps,0.9542682926829268,2.865476468460799
robust_fixed_deceleration,drift_combo,relative_gap_m,0.900609756097561,88.91559249606603
robust_fixed_deceleration,dropout,ego_speed_mps,0.9499011206328279,2.5773630841852553
robust_fixed_deceleration,dropout,relative_gap_m,0.8602504943968359,88.46042380346084
robust_fixed_deceleration,out_of_order,ego_speed_mps,0.9421440726035167,2.4661271284018516
robust_fixed_deceleration,out_of_order,relative_gap_m,0.8933635847986386,85.93378061840174
robust_fixed_deceleration,spikes,ego_speed_mps,0.8929539295392954,2.66057097654619
robust_fixed_deceleration,spikes,relative_gap_m,0.9234417344173442,90.78295022430498
robust_fixed_deceleration,stale,ego_speed_mps,0.8971654581410679,2.780707036411277
robust_fixed_deceleration,stale,relative_gap_m,0.8879367172050099,86.36127200109271
rss_cbf_filter,delay_jitter,ego_speed_mps,0.9554006968641114,2.776353439829949
rss_cbf_filter,delay_jitter,relative_gap_m,0.886411149825784,90.30554409395259
rss_cbf_filter,drift_combo,ego_speed_mps,0.9542682926829268,2.865476468460799
rss_cbf_filter,drift_combo,relative_gap_m,0.900609756097561,88.91559249606603
rss_cbf_filter,dropout,ego_speed_mps,0.9499011206328279,2.5773630841852553
rss_cbf_filter,dropout,relative_gap_m,0.8602504943968359,88.46042380346084
rss_cbf_filter,out_of_order,ego_speed_mps,0.9421440726035167,2.4661271284018516
rss_cbf_filter,out_of_order,relative_gap_m,0.8933635847986386,85.93378061840174
rss_cbf_filter,spikes,ego_speed_mps,0.8929539295392954,2.66057097654619
rss_cbf_filter,spikes,relative_gap_m,0.9234417344173442,90.78295022430498
rss_cbf_filter,stale,ego_speed_mps,0.8971654581410679,2.780707036411277
