controller,fault_family,rows,oasg_cases,max_margin_gap,mean_margin_gap
orius,dropout,1517,268,38.55890045865265,-21.07189976682832
orius,stale,1517,109,104.87456614450403,4.9364542895843915
orius,spikes,1476,94,24.70809755888227,-0.2241469758998589
orius,out_of_order,1763,9,104.90292994131104,-0.3731228132512297
orius,delay_jitter,1435,0,0.0,0.0
orius,drift_combo,1640,0,-0.22499999999999432,-4.7250000000000005
