rmse,mae,mape,smape,target,model,window_idx,daylight_mape
5362.0095923129,3477.2013888888887,0.0714990003896602,0.07046186500100728,load_mw,persistence,0,
6081.740655339516,3694.8988095238096,0.07420635631596542,0.07625303713833612,load_mw,persistence,1,
5836.215357779471,3864.3333333333335,0.07615060208196121,0.07757437238192567,load_mw,persistence,2,
6419.395824374752,4025.4166666666665,0.08028558268013689,0.08064273761783217,load_mw,persistence,3,
6215.057133017094,4211.619047619048,0.0851673131758501,0.08625434824903062,load_mw,persistence,4,
5934.775002755651,3796.535714285714,0.07645588316342222,0.07783193505027834,load_mw,persistence,5,
5707.836674779017,3748.8869047619046,0.0759320363192132,0.07676942813008433,load_mw,persistence,6,
5056.305674247609,3205.8333333333335,0.06531277783788567,0.06632993031080117,load_mw,persistence,7,
6318.772236548882,4101.541666666667,0.08048400839859299,0.08137902686702309,load_mw,persistence,8,
6165.561653247821,3845.3809523809523,0.07537255329628587,0.07622018875043594,load_mw,persistence,9,
6296.486425266986,4585.339285714285,0.08983359820968871,0.0901893263167425,load_mw,persistence,10,
6254.836836020433,3989.714285714286,0.078331094587848,0.07997067923753062,load_mw,persistence,11,
5641.446503757871,3831.4285714285716,0.07545992737866214,0.0765936979573429,load_mw,persistence,12,
6107.292930138836,4082.0416666666665,0.08009889305723668,0.08134418167461947,load_mw,persistence,13,
6085.898361708616,3864.7380952380954,0.07349711062530391,0.07521422565925312,load_mw,persistence,14,
507.3721087814534,263.32666268856235,0.006076849297351873,0.006010831203706452,load_mw,gbm,0,
305.79549171633624,189.158630120585,0.003997355938996646,0.003994426453750823,load_mw,gbm,1,
275.94456574136194,193.0305516935928,0.0040922605978334905,0.0040848787496690145,load_mw,gbm,2,
360.6368537379604,208.47994524624656,0.004715822966946508,0.004678041107795709,load_mw,gbm,3,
427.49859052057843,240.95199154060148,0.005427431099367303,0.0053834778262187855,load_mw,gbm,4,
327.38333858881595,210.46804380811136,0.004570874864398723,0.004555052620792141,load_mw,gbm,5,
253.79168870091542,181.97962186749433,0.0038125657957585792,0.0038016711405038004,load_mw,gbm,6,
278.39820108312364,217.88819036243876,0.004588468905897719,0.004591163194372091,load_mw,gbm,7,
230.65170380444425,159.58732196443353,0.00322085148764582,0.0032246524681692743,load_mw,gbm,8,
197.6025862970789,146.75886131054244,0.0029577475899771463,0.002955845857115632,load_mw,gbm,9,
260.3247250279633,188.07942605928724,0.003745690154726907,0.0037442292336975556,load_mw,gbm,10,
208.67685718702242,160.50671101858146,0.0031671774250659275,0.003166473087635341,load_mw,gbm,11,
242.18658350874568,161.819331970655,0.0034197080240783557,0.0034109176543241715,load_mw,gbm,12,
274.75102816214303,146.74310746336826,0.002951576365809735,0.0029620115452012145,load_mw,gbm,13,
193.23064331024068,138.68371826360294,0.0027207269732028774,0.002722568728310125,load_mw,gbm,14,
5247.685889460653,4438.944444444444,1.497978720131128,0.8580710968483021,wind_mw,persistence,0,
4005.5860934925554,3263.8571428571427,0.5480093624619522,0.480649179081718,wind_mw,persistence,1,
8958.236215641899,7474.6547619047615,0.5155100548064393,0.5230661296418025,wind_mw,persistence,2,
8630.132206334358,6962.363095238095,0.832154679627371,0.581903670895752,wind_mw,persistence,3,
1867.6325094825777,1435.3809523809523,0.6386448508600674,0.46761817114983484,wind_mw,persistence,4,
5034.14596837958,3844.2738095238096,0.6367460483600909,0.6399826114444548,wind_mw,persistence,5,
9892.619677182629,8485.065476190477,1.136390260963012,0.814374245870049,wind_mw,persistence,6,
3992.724873650408,2655.6785714285716,0.867227458809178,0.5405794857684112,wind_mw,persistence,7,
3783.3125531734754,3262.0535714285716,0.5897282808131782,0.5107519684461367,wind_mw,persistence,8,
5194.392428035118,4252.898809523809,0.6112951637465605,0.6186952765979716,wind_mw,persistence,9,
16112.94888491418,11714.232142857143,1.265737267619227,0.6856916155200126,wind_mw,persistence,10,
7676.75851306117,5748.815476190476,0.8041317961777295,0.6873255658700644,wind_mw,persistence,11,
8614.185608772366,7256.011904761905,1.4686897706408841,0.7920367323412077,wind_mw,persistence,12,
6621.691840261139,4707.4702380952385,0.8741870944934105,0.5720565294379961,wind_mw,persistence,13,
9015.030256400116,7002.666666666667,1.1570924140722407,0.8060684694671879,wind_mw,persistence,14,
87.22183380957843,65.71642067118997,0.03342700599275104,0.03196389771166385,wind_mw,gbm,0,
83.90381771405553,59.216588889283244,0.01121425580190189,0.011157610527220715,wind_mw,gbm,1,
126.96733033290379,96.47216192332823,0.006814917603040366,0.0068056226637830605,wind_mw,gbm,2,
164.34855652986963,114.66552083516076,0.010372294221099249,0.010338502125744092,wind_mw,gbm,3,
66.04115601252498,50.24759518617622,0.024795977116381214,0.02475590200904678,wind_mw,gbm,4,
92.83334583295367,65.65911946660987,0.012437159073555037,0.012505350309116117,wind_mw,gbm,5,
158.07757214682388,106.72549881362986,0.012269892087855486,0.012204736517651527,wind_mw,gbm,6,
124.36205010356421,81.8092005504289,0.0756280258959741,0.04860191964177576,wind_mw,gbm,7,
87.30686606893707,66.29616033867407,0.012333324982052413,0.0124197624211316,wind_mw,gbm,8,
121.97091655703916,84.00325459814094,0.015042697749164516,0.015080324303413392,wind_mw,gbm,9,
214.80706225121148,146.55899607906932,0.01442736458319484,0.014141657579144217,wind_mw,gbm,10,
88.32033159884544,66.51144783605812,0.011379431512957347,0.011470715976033755,wind_mw,gbm,11,
101.45269931089312,79.20354520746498,0.011701302952035956,0.011593388343869741,wind_mw,gbm,12,
132.18515626528577,86.46638237316517,0.017449305096617223,0.017270413668478885,wind_mw,gbm,13,
163.22311233278057,118.1061858370669,0.07255715548522616,0.05382412112851895,wind_mw,gbm,14,
2042.0764112648783,1237.513888888889,0.15095073383136168,0.15772654879976777,solar_mw,persistence,0,0.20126764510848222
2259.542901783456,1319.4345238095239,1190476.3078444777,0.1544371948481957,solar_mw,persistence,1,0.15404587685798576
2120.4678167576044,1204.952380952381,1190476.359874168,0.1670686605549973,solar_mw,persistence,2,0.22767088158477525
2569.690917350623,1512.0059523809523,0.1668932260001817,0.16759860305020652,solar_mw,persistence,3,0.22252430133357556
3545.029048171672,2028.9761904761904,0.21380893735994091,0.18299834135161058,solar_mw,persistence,4,0.28507858314658785
1859.3797432912688,965.9940476190476,595238.2064470894,0.10594059796754264,solar_mw,persistence,5,0.15700093283943617
2326.340636268124,1210.017857142857,0.12536416643161652,0.12354555577998697,solar_mw,persistence,6,0.17698470555051743
3356.0611771837534,1491.327380952381,0.15528861047376852,0.13841877184466578,solar_mw,persistence,7,0.21923097949237905
2311.315646521942,1145.470238095238,1190476.311773995,0.12277446635609103,solar_mw,persistence,8,0.18033655899814022
3208.978298499087,1762.875,0.174768885484893,0.1558286687450017,solar_mw,persistence,9,0.2621533282273395
1684.4659019998,936.2202380952381,595238.2188325733,0.12517527724958738,solar_mw,persistence,10,0.19588558795645433
2252.3167834159435,1323.952380952381,0.1798190571878069,0.16697396680477308,solar_mw,persistence,11,0.28771049150049105
1582.2850376832205,731.0714285714286,595238.1660667127,0.08279501593334797,solar_mw,persistence,12,0.1201940174929719
1421.3159877046207,703.3154761904761,0.06959671238962677,0.06625865362203207,solar_mw,persistence,13,0.11930864981078876
2570.1199376775435,1178.7440476190477,0.276550104096209,0.17662536367186052,solar_mw,persistence,14,0.4740858927363583
167.16728836137014,93.70686837959711,56421673.913810626,0.5604250119505408,solar_mw,gbm,0,0.08778889963465443
445.5132806373519,207.5761911025077,59100654.96445431,0.5314181722686447,solar_mw,gbm,1,0.0845818227470044
159.07901347737052,92.24599728857295,24098051.59750675,0.5509082929838969,solar_mw,gbm,2,0.04448975013085002
157.4853318087027,86.52486845738883,30359386.933882758,0.5659606197736116,solar_mw,gbm,3,0.09768919224646809
265.7082189370585,134.34666569101924,73475829.05929339,0.5675806641347675,solar_mw,gbm,4,0.10966771844760466
192.77923423328903,110.38729056522408,31662178.33009302,0.6051862961583735,solar_mw,gbm,5,0.029160475178502065
378.69571502409656,188.1951502880615,47129388.36247724,0.6186343789995712,solar_mw,gbm,6,0.04982947241590416
480.16482812151895,230.51267783701456,31426404.90444197,0.6424991715361386,solar_mw,gbm,7,0.11529032878654798
167.68602762663818,93.68668870715295,88799509.5008824,0.7102451525319744,solar_mw,gbm,8,0.0807542254353036
207.23139379455822,113.63757894240837,73152101.09716056,0.7171395735165534,solar_mw,gbm,9,0.06836917277589703
160.3737693628891,86.49915467558917,52386214.163687706,0.7740508976993693,solar_mw,gbm,10,0.052281817308624745
163.68281852852036,82.77673083434819,40312850.5606782,0.7950690153727535,solar_mw,gbm,11,0.0979334031035915
153.0371359182007,87.31933034955652,39053599.66476394,0.8486304572975573,solar_mw,gbm,12,0.04249539751079792
