domain,control_name,status,surface,coverage_gap_abs_mean,mean_interval_width,metric_surface,evidence_status,runtime_source,n_steps,note
Medical and Healthcare Monitoring,actual_reliability,runtime_native_available,runtime_denominator,0.000000,0.751009,runtime_denominator,runtime_native_negative_control,reports/healthcare/runtime_summary.csv,137262,Canonical runtime reliability signal.
Medical and Healthcare Monitoring,shuffled_reliability_score,runtime_native_available,runtime_denominator,0.000000,0.751009,runtime_denominator,runtime_native_negative_control,reports/healthcare/runtime_summary.csv,137262,Reliability-order perturbation control derived from the runtime trace.
Medical and Healthcare Monitoring,delayed_reliability_score,runtime_native_available,runtime_denominator,0.000000,0.751009,runtime_denominator,runtime_native_negative_control,reports/healthcare/runtime_summary.csv,137262,One-step delayed reliability control derived from the runtime trace.
Medical and Healthcare Monitoring,constant_low_reliability_conservative_policy,runtime_native_available,runtime_denominator,0.200420,1.000000,runtime_denominator,runtime_native_negative_control,reports/healthcare/runtime_summary.csv,137262,Conservative constant-low-reliability runtime comparator.
Medical and Healthcare Monitoring,stronger_predictor_without_runtime_adaptation,runtime_native_available,runtime_denominator,0.194489,0.000000,runtime_denominator,runtime_native_negative_control,reports/healthcare/runtime_summary.csv,137262,Predictor-only/no-runtime-adaptation comparator.
