domain,baseline_family,controller,metric_surface,evidence_status,trace_source,runtime_source,representative_trace_id,n_steps
Medical and Healthcare Monitoring,nominal_deterministic_controller,baseline,runtime_denominator,runtime_native_comparator,reports/healthcare/runtime_traces.csv,reports/healthcare/runtime_summary.csv,healthcare-baseline-p001453-0,137262
Medical and Healthcare Monitoring,fixed_threshold_or_fixed_inflation_runtime,fixed_conservative_alert,runtime_denominator,runtime_native_comparator,reports/healthcare/runtime_traces.csv,reports/healthcare/runtime_summary.csv,,137262
Medical and Healthcare Monitoring,standard_conformal_nonreliability_runtime,conformal_alert_only,runtime_denominator,runtime_native_comparator,reports/healthcare/runtime_traces.csv,reports/healthcare/runtime_summary.csv,,137262
Medical and Healthcare Monitoring,no_quality_signal_runtime,predictor_only_no_runtime,runtime_denominator,runtime_native_comparator,reports/healthcare/runtime_traces.csv,reports/healthcare/runtime_summary.csv,,137262
Medical and Healthcare Monitoring,no_adaptive_response_runtime,ews_threshold,runtime_denominator,runtime_native_comparator,reports/healthcare/runtime_traces.csv,reports/healthcare/runtime_summary.csv,,137262
Medical and Healthcare Monitoring,no_temporal_guard_or_no_certificate_refresh_runtime,stale_certificate_no_temporal_guard,runtime_denominator,runtime_native_comparator,reports/healthcare/runtime_traces.csv,reports/healthcare/runtime_summary.csv,,137262
Medical and Healthcare Monitoring,orius_full_stack,orius,runtime_denominator,runtime_native_full_stack,reports/healthcare/runtime_traces.csv,reports/healthcare/runtime_summary.csv,healthcare-orius-p001453-0,137262
Medical and Healthcare Monitoring,degenerate_fallback_runtime,always_alert,runtime_denominator,runtime_native_degenerate_fallback,reports/healthcare/runtime_traces.csv,reports/healthcare/runtime_summary.csv,healthcare-always_alert-p001453-0,137262
