domain,ablation_name,baseline_family,evidence_status,baseline_tsvr,orius_tsvr,absolute_delta,relative_delta,baseline_intervention_rate,orius_intervention_rate,metric_surface,n_steps,runtime_source,note
Medical and Healthcare Monitoring,no_quality_signal,no_quality_signal_runtime,runtime_native_ablation,0.200420,0.000000,0.200420,1.000000,0.000000,0.751009,runtime_denominator,137262,reports/healthcare/runtime_summary.csv,Runtime-native ablation row; no validation-harness proxy is used for claim-carrying equal-depth evidence.
Medical and Healthcare Monitoring,no_reliability_conditioned_widening,fixed_threshold_or_fixed_inflation_runtime,runtime_native_ablation,0.200420,0.000000,0.200420,1.000000,1.000000,0.751009,runtime_denominator,137262,reports/healthcare/runtime_summary.csv,Runtime-native ablation row; no validation-harness proxy is used for claim-carrying equal-depth evidence.
Medical and Healthcare Monitoring,no_repair_release_without_repair,nominal_deterministic_controller,runtime_native_ablation,0.194489,0.000000,0.194489,1.000000,0.000000,0.751009,runtime_denominator,137262,reports/healthcare/runtime_summary.csv,Runtime-native ablation row; no validation-harness proxy is used for claim-carrying equal-depth evidence.
Medical and Healthcare Monitoring,no_fallback_or_no_temporal_guard,no_temporal_guard_or_no_certificate_refresh_runtime,runtime_native_ablation,0.000029,0.000000,0.000029,1.000000,1.000000,0.751009,runtime_denominator,137262,reports/healthcare/runtime_summary.csv,Runtime-native ablation row; no validation-harness proxy is used for claim-carrying equal-depth evidence.
Medical and Healthcare Monitoring,no_certificate_refresh_stale_certificate_policy,no_temporal_guard_or_no_certificate_refresh_runtime,runtime_native_ablation,0.000029,0.000000,0.000029,1.000000,1.000000,0.751009,runtime_denominator,137262,reports/healthcare/runtime_summary.csv,Runtime-native ablation row; no validation-harness proxy is used for claim-carrying equal-depth evidence.
