path,category,file_count,size_bytes
/Users/pratik_n/Downloads/gridpulse/.venv,virtualenv_root_present,57272,1546452989
/Users/pratik_n/Downloads/gridpulse/frontend/node_modules,node_modules_root_present,26594,442343071
