scenario,seed,controller,policy,expected_cost_usd,carbon_kg,cost_delta_pct,mean_reliability_w,mean_delta_mw,mean_interval_width_cert,solver_status_ok_rate,guarantee_checks_passed_rate,adaptive_width_mean,adaptive_width_p95,lambda_mw_used_mean,rac_sensitivity_mean,rac_sensitivity_p95,rac_q_multiplier_mean,rac_q_multiplier_p95,rac_inflation_mean,cvar_eta,cvar_cost,cqr_picp_group_low,cqr_width_group_low,cqr_picp_group_mid,cqr_width_group_mid,cqr_picp_group_high,cqr_width_group_high,mae,rmse,picp_90,picp_95,mean_interval_width,pinball_loss_q05,pinball_loss_q50,pinball_loss_q95,pinball_loss_mean,winkler_score_90,violation_rate,violation_severity,recovery_time,intervention_rate,true_soc_violation_rate,true_soc_violation_steps,true_soc_violation_severity_mean_mwh,true_soc_violation_severity_p95_mwh,true_soc_violation_severity_mean,true_soc_violation_severity_p95,true_soc_min_mwh,true_soc_max_mwh,recovery_time_mean,unsafe_command_rate,bms_trip_rate,grid_import_violation_rate,certificate_presence_rate,certificate_missing_fields,k_quality,k_drift,infl_max
nominal,11,cvar_interval,cvar_interval,192712776.968431,1347321730.142499,-0.004709,1.0,0.0,502.80855,0.869048,1.0,502.80855,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,107643215.756813,107656422.569073,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.80855,12.570214,0.0,12.570214,8.380142,502.80855,0.190476,2.190499,0.0,0.0,0.190476,16.0,0.136906,0.272948,0.136906,0.272948,-0.272948,10000.0,8.5,0.190476,0.0,0.0,0.0,336.0,0.4,0.0,2.0
nominal,11,dc3s_ftit,dc3s_ftit,192774908.747769,1347328542.370707,0.02753,1.0,0.0,306.000726,1.0,0.940476,306.000726,307.154104,0.0,0.023654,0.044075,1.0,1.0,1.003251,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,306.000726,7.650018,0.0,7.650018,5.100012,306.000726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088166,10000.0,0.0,0.059524,0.059524,0.0,1.0,0.0,0.4,0.0,2.0
nominal,11,dc3s_wrapped,dc3s_wrapped,192774908.747769,1347328542.370707,0.02753,0.999693,0.0,524.693198,1.0,0.940476,524.693198,544.177115,0.0,0.023654,0.044075,1.023869,1.044075,1.019046,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,524.693198,13.11733,0.0,13.11733,8.744887,524.693198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088166,10000.0,0.0,0.059524,0.059524,0.0,1.0,0.0,0.4,0.0,2.0
nominal,11,deterministic_lp,deterministic_lp,192721851.947759,1347343336.738146,0.0,1.0,0.0,502.80855,1.0,1.0,502.80855,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.80855,12.570214,0.0,12.570214,8.380142,502.80855,0.107143,317.832565,0.0,0.0,0.107143,9.0,35.314729,186.004768,35.314729,186.004768,-297.811534,10000.0,3.0,0.107143,0.0,0.0,0.0,336.0,0.4,0.0,2.0
nominal,11,robust_fixed_interval,robust_fixed_interval,192712776.968431,1347321730.142499,-0.004709,1.0,0.0,502.80855,0.869048,1.0,502.80855,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.80855,12.570214,0.0,12.570214,8.380142,502.80855,0.190476,2.190499,0.0,0.0,0.190476,16.0,0.136906,0.272948,0.136906,0.272948,-0.272948,10000.0,8.5,0.190476,0.0,0.0,0.0,336.0,0.4,0.0,2.0
nominal,11,scenario_mpc,scenario_mpc,192712790.480867,1347321832.842412,-0.004702,1.0,0.0,7997.976612,1.0,1.0,7997.976612,9139.027046,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,7997.976612,199.949415,0.0,199.949415,133.29961,7997.976612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,336.0,0.4,0.0,2.0
nominal,11,scenario_robust,scenario_robust,192712790.480867,1347321832.842412,-0.004702,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,336.0,0.4,0.0,2.0
nominal,22,aci_conformal,aci_conformal,192305676.757148,1350928079.106356,0.014203,1.0,0.0,99.917,1.0,1.0,99.917,99.9917,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,99.917,2.497925,0.0,2.497925,1.665283,99.917,0.0,0.0,0.0,0.02381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10191.586839,0.0,0.02381,0.0,0.0,0.0,336.0,0.4,0.0,2.0
nominal,22,cvar_interval,cvar_interval,192272063.844697,1350564279.10074,-0.003279,1.0,0.0,502.80855,0.702381,1.0,502.80855,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,115982460.658313,115999759.957482,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.80855,12.570214,0.0,12.570214,8.380142,502.80855,0.190476,0.284666,0.0,0.0,0.190476,16.0,0.017792,0.068803,0.017792,0.068803,-0.068803,10000.0,8.5,0.190476,0.0,0.0,0.0,336.0,0.4,0.0,2.0
nominal,22,dc3s_ftit,dc3s_ftit,192272072.684761,1350564338.392768,-0.003274,1.0,0.0,306.000726,0.738095,0.97619,306.000726,307.154104,0.0,0.023094,0.045709,1.0,1.0,1.003251,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,306.000726,7.650018,0.0,7.650018,5.100012,306.000726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089853,10000.0,0.0,0.02381,0.02381,0.0,1.0,0.0,0.4,0.0,2.0
nominal,22,dc3s_wrapped,dc3s_wrapped,192272072.684761,1350564338.392768,-0.003274,0.999353,0.0,524.373212,0.738095,0.97619,524.373212,545.717486,0.0,0.023094,0.045709,1.023547,1.046258,1.018734,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,524.373212,13.10933,0.0,13.10933,8.739554,524.373212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089853,10000.0,0.0,0.02381,0.02381,0.0,1.0,0.0,0.4,0.0,2.0
nominal,22,deterministic_lp,deterministic_lp,192278368.139345,1350591503.314968,0.0,1.0,0.0,502.80855,1.0,1.0,502.80855,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.80855,12.570214,0.0,12.570214,8.380142,502.80855,0.095238,331.631761,0.0,0.0,0.095238,8.0,41.45397,208.66888,41.45397,208.66888,-310.854372,10191.869412,2.875,0.095238,0.0,0.0,0.0,336.0,0.4,0.0,2.0
nominal,22,robust_fixed_interval,robust_fixed_interval,192272063.844697,1350564279.10074,-0.003279,1.0,0.0,502.80855,0.702381,1.0,502.80855,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.80855,12.570214,0.0,12.570214,8.380142,502.80855,0.190476,0.284666,0.0,0.0,0.190476,16.0,0.017792,0.068803,0.017792,0.068803,-0.068803,10000.0,8.5,0.190476,0.0,0.0,0.0,336.0,0.4,0.0,2.0
nominal,22,scenario_mpc,scenario_mpc,192272067.027442,1350564303.122402,-0.003277,1.0,0.0,8003.944988,1.0,1.0,8003.944988,9228.051268,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,8003.944988,200.098625,0.0,200.098625,133.399083,8003.944988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,336.0,0.4,0.0,2.0
nominal,22,scenario_robust,scenario_robust,192272067.027442,1350564303.122402,-0.003277,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,336.0,0.4,0.0,2.0
drift_combo,11,aci_conformal,aci_conformal,204987709.00158,1433215730.110738,-0.003918,1.0,0.0,14612.01191,1.0,1.0,14612.01191,14612.066229,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.535714,503.45306,0.285714,503.45306,0.285714,503.45306,3219.734714,5024.750468,0.892857,0.952381,14612.01191,693.650254,1609.867357,384.881807,896.133139,21570.641209,0.0,0.0,0.0,0.011905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.011905,0.0,0.0,0.0,336.0,0.4,0.0,3.0
drift_combo,11,cvar_interval,cvar_interval,204986203.81595,1433202794.893227,-0.004652,1.0,0.0,502.80855,0.845238,1.0,502.80855,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,117358916.690573,117372493.76641,0.535714,503.45306,0.285714,503.45306,0.285714,503.45306,3219.734714,5024.750468,0.369048,0.369048,502.80855,707.518765,1609.867357,2378.851179,1565.412433,61727.398865,0.190476,2.204433,0.0,0.0,0.190476,16.0,0.137777,0.423239,0.137777,0.423239,-0.423239,10000.0,8.5,0.190476,0.0,0.0,0.0,336.0,0.4,0.0,3.0
