baseline_cost_usd,gridpulse_cost_usd,cost_savings_pct,baseline_carbon_kg,gridpulse_carbon_kg,carbon_reduction_pct,baseline_peak_mw,gridpulse_peak_mw,peak_shaving_pct,oracle_cost_usd,oracle_gap_pct,carbon_source
277107080.6,276578702.2576502,0.19067659375782375,2218324001.612791,2212064919.349357,0.28215365559239247,53001.0,53001.0,0.0,276578702.2576502,0.0,average
