w,h_eff_k5.0
0.0,0.16089630126953125
0.01,0.21089630126953107
0.02,0.2608963012695309
0.03,0.3108963012695316
0.04,0.3608963012695314
0.05,0.41089630126953125
0.06,0.46089630126953196
0.07,0.5108963012695318
0.08,0.5608963012695307
0.09,0.6108963012695314
0.1,0.6608963012695312
0.11,0.7108963012695311
0.12,0.7608963012695309
0.13,0.8108963012695316
0.14,0.8608963012695314
0.15,0.9108963012695312
0.16,0.9608963012695311
0.17,1.0108963012695318
0.18,1.0608963012695307
0.19,1.1108963012695305
0.2,1.1608963012695312
0.21,1.210896301269531
0.22,1.260896301269531
0.23,1.3108963012695312
0.24,1.3608963012695314
0.25,1.4108963012695312
0.26,1.460896301269531
0.27,1.5108963012695313
0.28,1.5608963012695316
0.29,1.6108963012695314
0.3,1.6608963012695312
0.31,1.7108963012695315
0.32,1.7608963012695318
0.33,1.8108963012695316
0.34,1.8608963012695314
0.35000000000000003,1.9108963012695317
0.36,1.960896301269531
0.37,2.0108963012695313
0.38,2.060896301269531
0.39,2.1108963012695314
0.4,2.1608963012695312
0.41000000000000003,2.2108963012695315
0.42,2.260896301269531
0.43,2.3108963012695307
0.44,2.360896301269531
0.45,2.4108963012695312
0.46,2.460896301269531
0.47000000000000003,2.510896301269531
0.48,2.560896301269531
0.49,2.6108963012695314
0.5,2.6608963012695312
0.51,2.710896301269531
0.52,2.7608963012695313
0.53,2.8108963012695316
0.54,2.8608963012695314
0.55,2.9108963012695312
0.56,2.9608963012695315
0.5700000000000001,3.010896301269532
0.58,3.060896301269531
0.59,3.110896301269531
0.6,3.1608963012695312
0.61,3.210896301269531
0.62,3.2608963012695313
0.63,3.310896301269531
0.64,3.3608963012695314
0.65,3.4108963012695312
0.66,3.4608963012695315
0.67,3.5108963012695313
0.68,3.5608963012695316
0.6900000000000001,3.6108963012695314
0.7000000000000001,3.6608963012695317
0.71,3.710896301269531
0.72,3.760896301269531
0.73,3.810896301269531
0.74,3.8608963012695314
0.75,3.9108963012695312
0.76,3.960896301269531
0.77,4.010896301269531
0.78,4.060896301269532
0.79,4.110896301269531
0.8,4.160896301269531
0.81,4.210896301269532
0.8200000000000001,4.260896301269532
0.8300000000000001,4.310896301269532
0.84,4.360896301269531
0.85,4.410896301269531
0.86,4.460896301269531
0.87,4.510896301269531
0.88,4.560896301269532
0.89,4.610896301269531
0.9,4.660896301269531
0.91,4.710896301269531
0.92,4.760896301269532
0.93,4.810896301269532
0.9400000000000001,4.860896301269531
0.9500000000000001,4.910896301269531
0.96,4.960896301269531
0.97,5.010896301269531
0.98,5.060896301269532
0.99,5.110896301269531
1.0,5.160896301269531
