w,h_eff_k2.0
0.0,-1.7335948902768694
0.01,-1.7135948902768694
0.02,-1.6935948902768694
0.03,-1.6735948902768694
0.04,-1.6535948902768693
0.05,-1.6335948902768693
0.06,-1.6135948902768693
0.07,-1.5935948902768693
0.08,-1.5735948902768695
0.09,-1.5535948902768695
0.1,-1.5335948902768695
0.11,-1.5135948902768694
0.12,-1.4935948902768694
0.13,-1.4735948902768694
0.14,-1.4535948902768694
0.15,-1.4335948902768694
0.16,-1.4135948902768694
0.17,-1.3935948902768693
0.18,-1.3735948902768695
0.19,-1.3535948902768695
0.2,-1.3335948902768695
0.21,-1.3135948902768695
0.22,-1.2935948902768695
0.23,-1.2735948902768695
0.24,-1.2535948902768694
0.25,-1.2335948902768694
0.26,-1.2135948902768694
0.27,-1.1935948902768694
0.28,-1.1735948902768694
0.29,-1.1535948902768693
0.3,-1.1335948902768693
0.31,-1.1135948902768693
0.32,-1.0935948902768693
0.33,-1.0735948902768693
0.34,-1.0535948902768693
0.35000000000000003,-1.0335948902768692
0.36,-1.0135948902768694
0.37,-0.9935948902768694
0.38,-0.9735948902768694
0.39,-0.9535948902768694
0.4,-0.9335948902768694
0.41000000000000003,-0.9135948902768694
0.42,-0.8935948902768696
0.43,-0.8735948902768695
0.44,-0.8535948902768695
0.45,-0.8335948902768695
0.46,-0.8135948902768695
0.47000000000000003,-0.7935948902768695
0.48,-0.7735948902768695
0.49,-0.7535948902768694
0.5,-0.7335948902768694
0.51,-0.7135948902768694
0.52,-0.6935948902768694
0.53,-0.6735948902768694
0.54,-0.6535948902768693
0.55,-0.6335948902768693
0.56,-0.6135948902768693
0.5700000000000001,-0.5935948902768693
0.58,-0.5735948902768695
0.59,-0.5535948902768695
0.6,-0.5335948902768695
0.61,-0.5135948902768694
0.62,-0.4935948902768694
0.63,-0.4735948902768694
0.64,-0.4535948902768694
0.65,-0.43359489027686937
0.66,-0.41359489027686935
0.67,-0.39359489027686934
0.68,-0.3735948902768693
0.6900000000000001,-0.3535948902768693
0.7000000000000001,-0.3335948902768693
0.71,-0.3135948902768695
0.72,-0.29359489027686947
0.73,-0.27359489027686945
0.74,-0.25359489027686943
0.75,-0.23359489027686942
0.76,-0.2135948902768694
0.77,-0.19359489027686938
0.78,-0.17359489027686936
0.79,-0.15359489027686934
0.8,-0.13359489027686933
0.81,-0.11359489027686931
0.8200000000000001,-0.09359489027686929
0.8300000000000001,-0.07359489027686927
0.84,-0.05359489027686948
0.85,-0.03359489027686946
0.86,-0.013594890276869442
0.87,0.006405109723130575
0.88,0.026405109723130593
0.89,0.04640510972313061
0.9,0.06640510972313063
0.91,0.08640510972313065
0.92,0.10640510972313066
0.93,0.12640510972313068
0.9400000000000001,0.1464051097231307
0.9500000000000001,0.16640510972313072
0.96,0.1864051097231305
0.97,0.20640510972313053
0.98,0.22640510972313055
0.99,0.24640510972313057
1.0,0.2664051097231306
