w,h_eff_k1.0
0.0,4.160896301269531
0.01,4.170896301269531
0.02,4.180896301269531
0.03,4.1908963012695315
0.04,4.200896301269531
0.05,4.210896301269531
0.06,4.220896301269532
0.07,4.2308963012695315
0.08,4.240896301269531
0.09,4.250896301269531
0.1,4.260896301269531
0.11,4.270896301269532
0.12,4.280896301269531
0.13,4.290896301269531
0.14,4.300896301269531
0.15,4.310896301269532
0.16,4.320896301269531
0.17,4.330896301269531
0.18,4.340896301269531
0.19,4.350896301269531
0.2,4.360896301269531
0.21,4.370896301269531
0.22,4.380896301269531
0.23,4.390896301269532
0.24,4.4008963012695315
0.25,4.410896301269531
0.26,4.420896301269531
0.27,4.430896301269531
0.28,4.4408963012695315
0.29,4.450896301269531
0.3,4.460896301269531
0.31,4.470896301269532
0.32,4.4808963012695315
0.33,4.490896301269531
0.34,4.500896301269531
0.35000000000000003,4.510896301269531
0.36,4.520896301269532
0.37,4.530896301269531
0.38,4.540896301269531
0.39,4.550896301269531
0.4,4.560896301269532
0.41000000000000003,4.570896301269531
0.42,4.580896301269531
0.43,4.590896301269531
0.44,4.600896301269531
0.45,4.610896301269531
0.46,4.620896301269531
0.47000000000000003,4.630896301269531
0.48,4.640896301269532
0.49,4.6508963012695315
0.5,4.660896301269531
0.51,4.670896301269531
0.52,4.680896301269531
0.53,4.6908963012695315
0.54,4.700896301269531
0.55,4.710896301269531
0.56,4.720896301269532
0.5700000000000001,4.7308963012695315
0.58,4.740896301269531
0.59,4.750896301269531
0.6,4.760896301269531
0.61,4.770896301269532
0.62,4.780896301269531
0.63,4.790896301269531
0.64,4.800896301269531
0.65,4.810896301269532
0.66,4.820896301269531
0.67,4.830896301269531
0.68,4.840896301269531
0.6900000000000001,4.850896301269532
0.7000000000000001,4.860896301269531
0.71,4.870896301269531
0.72,4.880896301269531
0.73,4.890896301269532
0.74,4.9008963012695315
0.75,4.910896301269531
0.76,4.920896301269531
0.77,4.930896301269531
0.78,4.9408963012695315
0.79,4.950896301269531
0.8,4.960896301269531
0.81,4.970896301269532
0.8200000000000001,4.9808963012695315
0.8300000000000001,4.990896301269531
0.84,5.000896301269531
0.85,5.010896301269531
0.86,5.020896301269532
0.87,5.030896301269531
0.88,5.040896301269531
0.89,5.050896301269531
0.9,5.060896301269532
0.91,5.070896301269531
0.92,5.080896301269531
0.93,5.090896301269531
0.9400000000000001,5.100896301269532
0.9500000000000001,5.110896301269531
0.96,5.120896301269531
0.97,5.130896301269531
0.98,5.140896301269532
0.99,5.1508963012695315
1.0,5.160896301269531
