w,h_eff_k5.0
0.0,-4.733594890276869
0.01,-4.683594890276869
0.02,-4.6335948902768695
0.03,-4.583594890276869
0.04,-4.533594890276869
0.05,-4.483594890276869
0.06,-4.4335948902768685
0.07,-4.383594890276869
0.08,-4.33359489027687
0.09,-4.283594890276869
0.1,-4.233594890276869
0.11,-4.183594890276869
0.12,-4.1335948902768695
0.13,-4.083594890276869
0.14,-4.033594890276869
0.15,-3.983594890276869
0.16,-3.9335948902768694
0.17,-3.8835948902768687
0.18,-3.8335948902768697
0.19,-3.78359489027687
0.2,-3.733594890276869
0.21,-3.6835948902768694
0.22,-3.6335948902768695
0.23,-3.5835948902768697
0.24,-3.533594890276869
0.25,-3.483594890276869
0.26,-3.4335948902768694
0.27,-3.3835948902768695
0.28,-3.333594890276869
0.29,-3.283594890276869
0.3,-3.233594890276869
0.31,-3.1835948902768694
0.32,-3.1335948902768687
0.33,-3.083594890276869
0.34,-3.033594890276869
0.35000000000000003,-2.983594890276869
0.36,-2.9335948902768694
0.37,-2.8835948902768695
0.38,-2.8335948902768697
0.39,-2.783594890276869
0.4,-2.733594890276869
0.41000000000000003,-2.6835948902768694
0.42,-2.6335948902768695
0.43,-2.5835948902768697
0.44,-2.53359489027687
0.45,-2.483594890276869
0.46,-2.4335948902768694
0.47000000000000003,-2.3835948902768695
0.48,-2.3335948902768697
0.49,-2.283594890276869
0.5,-2.233594890276869
0.51,-2.1835948902768694
0.52,-2.1335948902768695
0.53,-2.083594890276869
0.54,-2.033594890276869
0.55,-1.9835948902768694
0.56,-1.9335948902768691
0.5700000000000001,-1.8835948902768689
0.58,-1.8335948902768695
0.59,-1.7835948902768697
0.6,-1.7335948902768694
0.61,-1.6835948902768696
0.62,-1.6335948902768693
0.63,-1.5835948902768695
0.64,-1.5335948902768692
0.65,-1.4835948902768694
0.66,-1.4335948902768691
0.67,-1.3835948902768693
0.68,-1.333594890276869
0.6900000000000001,-1.2835948902768692
0.7000000000000001,-1.233594890276869
0.71,-1.1835948902768696
0.72,-1.1335948902768695
0.73,-1.0835948902768695
0.74,-1.0335948902768695
0.75,-0.9835948902768694
0.76,-0.9335948902768694
0.77,-0.8835948902768693
0.78,-0.8335948902768693
0.79,-0.7835948902768692
0.8,-0.7335948902768692
0.81,-0.6835948902768691
0.8200000000000001,-0.6335948902768691
0.8300000000000001,-0.5835948902768691
0.84,-0.5335948902768696
0.85,-0.4835948902768695
0.86,-0.4335948902768695
0.87,-0.38359489027686944
0.88,-0.3335948902768694
0.89,-0.28359489027686935
0.9,-0.2335948902768693
0.91,-0.18359489027686926
0.92,-0.13359489027686922
0.93,-0.08359489027686917
0.9400000000000001,-0.03359489027686913
0.9500000000000001,0.016405109723130917
0.96,0.0664051097231304
0.97,0.11640510972313045
0.98,0.1664051097231305
0.99,0.21640510972313054
1.0,0.2664051097231306
