t_steps,validity_prob
1,0.05511866481012162
2,0.03899030160593364
3,0.03183967396466203
4,0.02757579674737709
5,0.024665524731181332
6,0.022517038328571548
7,0.02084712204547401
8,0.019500974435449292
9,0.018385898428672443
10,0.01744254914000143
11,0.016630938501372095
12,0.015923007439810233
13,0.0152984088250665
14,0.014741980137768396
15,0.014242159902364326
16,0.013789957800015129
17,0.013378263317610273
18,0.013001368819720804
19,0.012654632635287655
20,0.012334236037144342
21,0.012037004678783436
22,0.011760275211565752
23,0.011501794165391654
24,0.011259640257708314
25,0.011032163974707299
26,0.01081794006264536
27,0.010615729790864004
28,0.010424450696712384
29,0.010243152120185561
30,0.010070995262858151
31,0.009907236814454157
32,0.009751215416453407
33,0.009602340399504694
34,0.009460082356611998
35,0.009323965208630769
36,0.00919355949068379
37,0.009068476643505852
38,0.00894836413664879
39,0.008832901283983174
40,0.00872179563826947
41,0.008614779872420986
42,0.008511609071666593
43,0.008412058374136944
44,0.008315920908093855
45,0.008223005982712639
46,0.00813313749639022
47,0.008046152532326323
48,0.007961900115888154
49,0.00788024011218047
50,0.007801042245503487
51,0.007724185225083335
52,0.007649555963729737
53,0.0075770488779642875
54,0.007506565259769005
55,0.007438012711452613
56,0.007371304636270448
57,0.007306359778418203
58,0.007243101806834629
59,0.00718145893797284
60,0.007121363593295182
61,0.007062752087779289
62,0.007005564346169946
63,0.006949743644101503
64,0.006895236371557978
65,0.006841991816423754
66,0.006789961966141789
67,0.0067391013257167565
68,0.006689366750491477
69,0.006640717292302645
70,0.006593114057767524
71,0.006546520077588269
72,0.006500900185875125
73,0.006456220908592103
74,0.006412450360323119
75,0.006369558148634713
76,0.0063275152853814465
77,0.0062862941043686504
78,0.006245868184838743
79,0.006206212280303047
80,0.006167302252280571
81,0.006129115008550068
82,0.006091628445557218
83,0.006054821394649634
84,0.006018673571842381
85,0.005983165530843104
86,0.0059482786190925285
87,0.005913994936588951
88,0.005880297297295778
89,0.005847169192940038
90,0.0058145947590286795
91,0.005782558742926769
92,0.0057510464738463885
93,0.005720043834616773
94,0.0056895372351111195
95,0.005659513587214615
96,0.005629960281231305
97,0.005600865163631674
98,0.005572216516052775
99,0.005544003035466982
100,0.0055162138154456475
101,0.005488838328445045
102,0.005461866409048444
103,0.005435288238107905
104,0.005409094327724517
105,0.005383275507017782
106,0.0053578229086364
107,0.005332727955961625
108,0.0053079823509667445
109,0.005283578062688088
110,0.005259507316275114
111,0.005235762582583403
112,0.005212336568281906
113,0.005189222206439359
114,0.00516641264756923
115,0.005143901251101646
116,0.005121681577261672
117,0.005099747379329944
118,0.005078092596264128
119,0.005056711345663434
120,0.005035597917055767
121,0.005014746765488853
122,0.004994152505414462
123,0.004973809904843307
124,0.004953713879761512
125,0.004933859488793102
126,0.004914241928094754
127,0.004894856526473923
128,0.004875698740715917
129,0.004856764151110582
130,0.004838048457169064
131,0.004819547473521313
132,0.004801257125982339
133,0.004783173447785005
134,0.004765292575965585
135,0.004747610747896092
136,0.004730124297959826
137,0.004712829654357709
138,0.0046957233360445105
139,0.004678801949784761
140,0.004662062187325455
141,0.004645500822679338
142,0.0046291147095125496
143,0.004612900778634632
144,0.004596856035582686
145,0.004580977558299004
146,0.004565262494894862
147,0.004549708061499569
148,0.0045343115401881295
149,0.004519070276986836
150,0.004503981679950808
151,0.004489043217313915
152,0.004474252415701763
153,0.004459606858414178
154,0.0044451041837640926
155,0.004430742083479933
156,0.00441651830116041
157,0.004402430630786602
158,0.004388476915284434
159,0.004374655045137343
160,0.004360962957046466
161,0.004347398632636779
162,0.004333960097207434
163,0.004320645418524283
164,0.004307452705652803
165,0.004294380107829676
166,0.004281425813372541
167,0.00426858804862551
168,0.0042558650769386475
169,0.004243255197680984
170,0.004230756745286834
171,0.004218368088329871
172,0.004206087628630284
173,0.004193913800387916
174,0.004181845069343826
175,0.004169879931968046
176,0.0041580169146726575
177,0.004146254573049957
178,0.004134591491133044
179,0.004123026280680175
180,0.0041115575804806515
181,0.004100184055682465
182,0.00408890439713816
183,0.004077717320773333
184,0.004066621566971795
185,0.0040556158999804914
186,0.004044699107330851
187,0.00403386999927724
188,0.004023127408254057
189,0.004012470188345052
190,0.004001897214771288
191,0.003991407383391099
192,0.003980999610217362
193,0.003970672830945876
194,0.003960426000498618
195,0.003950258092579206
196,0.00394016809924147
197,0.003930155030469562
198,0.003920217913769841
199,0.003910355793774745
200,0.003900567731855986
201,0.003890852805750189
202,0.0038812101091934004
203,0.0038716387515662642
204,0.0038621378575478538
205,0.003852706566780828
206,0.003843344033542362
207,0.0038340494264272884
208,0.0038248219280365703
209,0.0038156607346766513
210,0.0038065650560641373
211,0.0037975341150409125
212,0.0037885671472934757
213,0.0037796634010829333
214,0.0037708221369792128
215,0.003762042627603268
216,0.003753324157376392
217,0.00374466602227419
218,0.0037360675295889934
219,0.003727527997695601
220,0.0037190467558261275
221,0.0037106231438466253
222,0.003702256512043256
223,0.003693946220910682
224,0.0036856916409464535
225,0.0036774921524518334
226,0.003669347145335511
227,0.003661256018923309
