domain,control_name,status,surface,coverage_gap_abs_mean,mean_interval_width,metric_surface,evidence_status,runtime_source,n_steps,note
Autonomous Vehicles,actual_reliability,runtime_native_available,runtime_denominator,0.000163,0.500301,runtime_denominator,runtime_native_negative_control,reports/orius_av/nuplan_allzip_grouped_runtime_dropout_aligned_m15_fulltest/runtime_summary.csv,1531104,Canonical runtime reliability signal.
Autonomous Vehicles,shuffled_reliability_score,runtime_native_available,runtime_denominator,0.000163,0.500301,runtime_denominator,runtime_native_negative_control,reports/orius_av/nuplan_allzip_grouped_runtime_dropout_aligned_m15_fulltest/runtime_summary.csv,1531104,Reliability-order perturbation control derived from the runtime trace.
Autonomous Vehicles,delayed_reliability_score,runtime_native_available,runtime_denominator,0.000163,0.500301,runtime_denominator,runtime_native_negative_control,reports/orius_av/nuplan_allzip_grouped_runtime_dropout_aligned_m15_fulltest/runtime_summary.csv,1531104,One-step delayed reliability control derived from the runtime trace.
Autonomous Vehicles,constant_low_reliability_conservative_policy,runtime_native_available,runtime_denominator,0.252319,0.896897,runtime_denominator,runtime_native_negative_control,reports/orius_av/nuplan_allzip_grouped_runtime_dropout_aligned_m15_fulltest/runtime_summary.csv,1531104,Conservative constant-low-reliability runtime comparator.
Autonomous Vehicles,stronger_predictor_without_runtime_adaptation,runtime_native_available,runtime_denominator,0.289250,0.000000,runtime_denominator,runtime_native_negative_control,reports/orius_av/nuplan_allzip_grouped_runtime_dropout_aligned_m15_fulltest/runtime_summary.csv,1531104,Predictor-only/no-runtime-adaptation comparator.
